"","subjID","H","B","A","city_no","walk_no","reward","v","mean","median","sd","best_leaf","best_reward","worst_leaf","worst_reward","step_reward","perc_reward","regret","step_regret","perc_regret","score","zreward","path_leaf","path_dist","path_greedy","node_greedy"
"27",1,2,3,0,2,12,65,3,55.6666666666667,52,10.9696551146029,4,68,2,47,65,0.756756756756756,3,3,0.243243243243244,0.857142857142857,0.850831975647866,"3",0,TRUE,1
"28",1,2,3,0,2,13,69,3,55.6666666666667,52,10.9696551146029,4,68,2,47,69,1.08108108108108,-1,-1,-0.0810810810810814,1,1.21547425092552,"3",0,TRUE,1
"29",1,2,3,0,2,14,65,3,55.6666666666667,52,10.9696551146029,4,68,2,47,65,0.756756756756756,3,3,0.243243243243244,0.857142857142857,0.850831975647866,"3",0,TRUE,1
"30",1,2,3,0,2,15,68,3,55.6666666666667,52,10.9696551146029,4,68,2,47,68,1,0,0,0,1,1.12431368210611,"3",0,TRUE,1
"31",1,2,4,0,7,1,65,4,58.5,58,7.04745817062199,2,66,4,52,65,0.866666666666667,1,1,0.133333333333333,0.928571428571429,0.922318351188784,"5",NA,FALSE,NA
"32",1,2,4,0,7,2,63,4,58.5,58,7.04745817062199,2,66,4,52,63,0.6,3,3,0.4,0.785714285714286,0.638528089284543,"2",3,FALSE,NA
"33",1,2,4,0,7,3,55,4,58.5,58,7.04745817062199,2,66,4,52,55,-0.466666666666667,11,11,1.46666666666667,0.214285714285714,-0.496632958332422,"3",1,FALSE,NA
"34",1,2,4,0,7,4,51,4,58.5,58,7.04745817062199,2,66,4,52,51,-1,15,15,2,0,-1.06421348214091,"4",1,FALSE,NA
"35",1,2,4,0,7,5,69,4,58.5,58,7.04745817062199,2,66,4,52,69,1.4,-3,-3,-0.4,1,1.48989887499727,"5",1,TRUE,1
"36",1,2,4,0,7,6,67,4,58.5,58,7.04745817062199,2,66,4,52,67,1.13333333333333,-1,-1,-0.133333333333333,1,1.20610861309303,"5",0,TRUE,1
"37",1,2,4,0,7,7,66,4,58.5,58,7.04745817062199,2,66,4,52,66,1,0,0,0,1,1.06421348214091,"5",0,TRUE,1
"38",1,2,4,0,7,8,63,4,58.5,58,7.04745817062199,2,66,4,52,63,0.6,3,3,0.4,0.785714285714286,0.638528089284543,"5",0,TRUE,1
"39",1,2,4,0,7,9,63,4,58.5,58,7.04745817062199,2,66,4,52,63,0.6,3,3,0.4,0.785714285714286,0.638528089284543,"5",0,TRUE,1
"40",1,2,4,0,7,10,67,4,58.5,58,7.04745817062199,2,66,4,52,67,1.13333333333333,-1,-1,-0.133333333333333,1,1.20610861309303,"5",0,FALSE,1
"41",1,2,4,0,7,11,63,4,58.5,58,7.04745817062199,2,66,4,52,63,0.6,3,3,0.4,0.785714285714286,0.638528089284543,"5",0,TRUE,1
"42",1,2,4,0,7,12,65,4,58.5,58,7.04745817062199,2,66,4,52,65,0.866666666666667,1,1,0.133333333333333,0.928571428571429,0.922318351188784,"5",0,FALSE,1
"43",1,2,4,0,7,13,67,4,58.5,58,7.04745817062199,2,66,4,52,67,1.13333333333333,-1,-1,-0.133333333333333,1,1.20610861309303,"5",0,TRUE,1
"44",1,2,4,0,7,14,67,4,58.5,58,7.04745817062199,2,66,4,52,67,1.13333333333333,-1,-1,-0.133333333333333,1,1.20610861309303,"5",0,TRUE,1
"45",1,2,4,0,7,15,68,4,58.5,58,7.04745817062199,2,66,4,52,68,1.26666666666667,-2,-2,-0.266666666666667,1,1.34800374404515,"5",0,TRUE,1
"46",1,3,2,0,3,1,109,4,131.25,131,22.2317340754157,5,151,6,112,54.5,-1.12658227848101,42,21,2.12658227848101,0,-1.00082161492767,"7",NA,FALSE,NA
"47",1,3,2,0,3,2,145,4,131.25,131,22.2317340754157,5,151,6,112,72.5,0.69620253164557,6,3,0.30379746835443,0.846153846153846,0.618485267651929,"5",2,FALSE,NA
"48",1,3,2,0,3,3,113,4,131.25,131,22.2317340754157,5,151,6,112,56.5,-0.924050632911392,38,19,1.92405063291139,0.0256410256410256,-0.820898627974379,"4",1,FALSE,0
"49",1,3,2,0,3,4,145,4,131.25,131,22.2317340754157,5,151,6,112,72.5,0.69620253164557,6,3,0.30379746835443,0.846153846153846,0.618485267651929,"6",2,FALSE,1
"50",1,3,2,0,3,5,111,4,131.25,131,22.2317340754157,5,151,6,112,55.5,-1.0253164556962,40,20,2.0253164556962,0,-0.910860121451023,"7",1,FALSE,0.5
"51",1,3,2,0,3,6,145,4,131.25,131,22.2317340754157,5,151,6,112,72.5,0.69620253164557,6,3,0.30379746835443,0.846153846153846,0.618485267651929,"6",1,TRUE,1
"52",1,3,2,0,3,7,154,4,131.25,131,22.2317340754157,5,151,6,112,77,1.15189873417722,-3,-1.5,-0.151898734177215,1,1.02331198829683,"6",0,FALSE,1
"53",1,3,2,0,3,8,152,4,131.25,131,22.2317340754157,5,151,6,112,76,1.05063291139241,-1,-0.5,-0.0506329113924051,1,0.933350494820184,"6",0,TRUE,1
"54",1,3,2,0,3,9,151,4,131.25,131,22.2317340754157,5,151,6,112,75.5,1,0,0,0,1,0.888369748081862,"6",0,TRUE,1
"55",1,3,2,0,3,10,149,4,131.25,131,22.2317340754157,5,151,6,112,74.5,0.89873417721519,2,1,0.10126582278481,0.948717948717949,0.798408254605218,"5",2,FALSE,0.5
"56",1,3,2,0,3,11,150,4,131.25,131,22.2317340754157,5,151,6,112,75,0.949367088607595,1,0.5,0.0506329113924051,0.974358974358974,0.84338900134354,"5",0,FALSE,0.5
"57",1,3,2,0,3,12,145,4,131.25,131,22.2317340754157,5,151,6,112,72.5,0.69620253164557,6,3,0.30379746835443,0.846153846153846,0.618485267651929,"5",0,FALSE,0.5
"58",1,3,2,0,3,13,148,4,131.25,131,22.2317340754157,5,151,6,112,74,0.848101265822785,3,1.5,0.151898734177215,0.923076923076923,0.753427507866896,"5",0,FALSE,0.5
"59",1,3,2,0,3,14,155,4,131.25,131,22.2317340754157,5,151,6,112,77.5,1.20253164556962,-4,-2,-0.20253164556962,1,1.06829273503515,"6",2,TRUE,1
"60",1,3,2,0,3,15,150,4,131.25,131,22.2317340754157,5,151,6,112,75,0.949367088607595,1,0.5,0.0506329113924051,0.974358974358974,0.84338900134354,"6",0,TRUE,1
"61",1,3,3,0,4,1,99,6,100.555555555556,106,19.5263354928102,10,129,11,67,49.5,-0.0546875000000164,30,15,1.05468750000002,0.516129032258065,-0.0796644898439223,"13",NA,FALSE,NA
"62",1,3,3,0,4,2,71,6,100.555555555556,106,19.5263354928102,10,129,11,67,35.5,-1.03906250000003,58,29,2.03906250000003,0.0645161290322581,-1.51362530703412,"5",6,FALSE,NA
"63",1,3,3,0,4,3,111,6,100.555555555556,106,19.5263354928102,10,129,11,67,55.5,0.36718749999999,18,9,0.63281250000001,0.709677419354839,0.534890146094732,"9",3,FALSE,NA
"64",1,3,3,0,4,4,101,6,100.555555555556,106,19.5263354928102,10,129,11,67,50.5,0.0156249999999847,28,14,0.984375000000015,0.548387096774194,0.0227612828125201,"13",3,FALSE,1
"65",1,3,3,0,4,5,99,6,100.555555555556,106,19.5263354928102,10,129,11,67,49.5,-0.0546875000000164,30,15,1.05468750000002,0.516129032258065,-0.0796644898439223,"12",1,FALSE,1
"66",1,3,3,0,4,6,106,6,100.555555555556,106,19.5263354928102,10,129,11,67,53,0.191406249999987,23,11.5,0.808593750000013,0.629032258064516,0.278825714453626,"11",1,FALSE,0
"67",1,3,3,0,4,7,121,6,100.555555555556,106,19.5263354928102,10,129,11,67,60.5,0.718749999999996,8,4,0.281250000000004,0.870967741935484,1.04701900937694,"9",3,TRUE,0
"68",1,3,3,0,4,8,125,6,100.555555555556,106,19.5263354928102,10,129,11,67,62.5,0.859374999999998,4,2,0.140625000000002,0.935483870967742,1.25187055468983,"8",1,FALSE,0
"69",1,3,3,0,4,9,79,6,100.555555555556,106,19.5263354928102,10,129,11,67,39.5,-0.757812500000027,50,25,1.75781250000003,0.193548387096774,-1.10392221640835,"10",2,FALSE,0
"70",1,3,3,0,4,10,127,6,100.555555555556,106,19.5263354928102,10,129,11,67,63.5,0.929687499999999,2,1,0.0703125000000011,0.967741935483871,1.35429632734627,"8",2,TRUE,0.5
"71",1,3,3,0,4,11,129,6,100.555555555556,106,19.5263354928102,10,129,11,67,64.5,1,0,0,0,1,1.45672210000271,"8",0,TRUE,0.5
"72",1,3,3,0,4,12,88,6,100.555555555556,106,19.5263354928102,10,129,11,67,44,-0.441406250000022,41,20.5,1.44140625000002,0.338709677419355,-0.643006239454356,"6",3,FALSE,1
"73",1,3,3,0,4,13,134,6,100.555555555556,106,19.5263354928102,10,129,11,67,67,1.17578125,-5,-2.5,-0.175781250000003,1,1.71278653164382,"8",3,TRUE,0.5
"74",1,3,3,0,4,14,129,6,100.555555555556,106,19.5263354928102,10,129,11,67,64.5,1,0,0,0,1,1.45672210000271,"8",0,TRUE,0.5
"75",1,3,3,0,4,15,130,6,100.555555555556,106,19.5263354928102,10,129,11,67,65,1.03515625,-1,-0.5,-0.0351562500000004,1,1.50793498633094,"8",0,TRUE,0.5
"76",1,3,4,0,5,1,118,6,94.1875,92,11.2973079389148,18,122,9,74,59,0.856179775280899,4,2,0.143820224719101,0.916666666666667,2.10780303845443,"20",NA,FALSE,NA
"77",1,3,4,0,5,2,95,6,94.1875,92,11.2973079389148,18,122,9,74,47.5,0.0292134831460674,27,13.5,0.970786516853933,0.4375,0.0719197887136683,"8",12,FALSE,NA
"78",1,3,4,0,5,3,115,6,94.1875,92,11.2973079389148,18,122,9,74,57.5,0.748314606741573,7,3.5,0.251685393258427,0.854166666666667,1.84225304935781,"13",4,FALSE,NA
"79",1,3,4,0,5,4,82,6,94.1875,92,11.2973079389148,18,122,9,74,41,-0.438202247191011,40,20,1.43820224719101,0.166666666666667,-1.07879683070502,"16",4,FALSE,NA
"80",1,3,4,0,5,5,93,6,94.1875,92,11.2973079389148,18,122,9,74,46.5,-0.0426966292134831,29,14.5,1.04269662921348,0.395833333333333,-0.105113537350746,"19",4,FALSE,1
"81",1,3,4,0,5,6,101,6,94.1875,92,11.2973079389148,18,122,9,74,50.5,0.244943820224719,21,10.5,0.755056179775281,0.5625,0.603019766906911,"18",1,FALSE,1
"82",1,3,4,0,5,7,119,6,94.1875,92,11.2973079389148,18,122,9,74,59.5,0.892134831460674,3,1.5,0.107865168539326,0.9375,2.19631970148664,"20",2,TRUE,1
"83",1,3,4,0,5,8,125,6,94.1875,92,11.2973079389148,18,122,9,74,62.5,1.10786516853933,-3,-1.5,-0.107865168539326,1,2.72741967967988,"20",0,TRUE,0
"84",1,3,4,0,5,9,120,6,94.1875,92,11.2973079389148,18,122,9,74,60,0.928089887640449,2,1,0.0719101123595506,0.958333333333333,2.28483636451885,"20",0,TRUE,1
"85",1,3,4,0,5,10,119,6,94.1875,92,11.2973079389148,18,122,9,74,59.5,0.892134831460674,3,1.5,0.107865168539326,0.9375,2.19631970148664,"20",0,TRUE,0
"86",1,3,4,0,5,11,126,6,94.1875,92,11.2973079389148,18,122,9,74,63,1.1438202247191,-4,-2,-0.143820224719101,1,2.81593634271209,"20",0,TRUE,1
"87",1,3,4,0,5,12,120,6,94.1875,92,11.2973079389148,18,122,9,74,60,0.928089887640449,2,1,0.0719101123595506,0.958333333333333,2.28483636451885,"20",0,TRUE,1
"88",1,3,4,0,5,13,120,6,94.1875,92,11.2973079389148,18,122,9,74,60,0.928089887640449,2,1,0.0719101123595506,0.958333333333333,2.28483636451885,"20",0,TRUE,1
"89",1,3,4,0,5,14,123,6,94.1875,92,11.2973079389148,18,122,9,74,61.5,1.03595505617978,-1,-0.5,-0.0359550561797752,1,2.55038635361547,"20",0,TRUE,1
"90",1,3,4,0,5,15,121,6,94.1875,92,11.2973079389148,18,122,9,74,60.5,0.964044943820225,1,0.5,0.0359550561797752,0.979166666666667,2.37335302755105,"20",0,TRUE,1
"91",1,4,2,0,8,1,120,6,152,150,19.7267041632113,11,176,8,116,40,-1.33333333333333,56,18.6666666666667,2.33333333333333,0.0666666666666667,-1.62216656848727,"15",NA,FALSE,NA
"92",1,4,2,0,8,2,161,6,152,150,19.7267041632113,11,176,8,116,53.6666666666667,0.375,15,5,0.625,0.75,0.456234347387044,"8",4,FALSE,NA
"93",1,4,2,0,8,3,177,6,152,150,19.7267041632113,11,176,8,116,59,1.04166666666667,-1,-0.333333333333333,-0.0416666666666667,1,1.26731763163068,"9",1,FALSE,1
"94",1,4,2,0,8,4,177,6,152,150,19.7267041632113,11,176,8,116,59,1.04166666666667,-1,-0.333333333333333,-0.0416666666666667,1,1.26731763163068,"9",0,TRUE,1
"95",1,4,2,0,8,5,180,6,152,150,19.7267041632113,11,176,8,116,60,1.16666666666667,-4,-1.33333333333333,-0.166666666666667,1,1.41939574742636,"9",0,TRUE,1
"96",1,4,2,0,8,6,150,6,152,150,19.7267041632113,11,176,8,116,50,-0.0833333333333333,26,8.66666666666667,1.08333333333333,0.566666666666667,-0.101385410530454,"10",2,FALSE,1
"97",1,4,2,0,8,7,173,6,152,150,19.7267041632113,11,176,8,116,57.6666666666667,0.875,3,1,0.125,0.95,1.06454681056977,"9",2,TRUE,1
"98",1,4,2,0,8,8,170,6,152,150,19.7267041632113,11,176,8,116,56.6666666666667,0.75,6,2,0.25,0.9,0.912468694774089,"9",0,TRUE,1
"99",1,4,2,0,8,9,180,6,152,150,19.7267041632113,11,176,8,116,60,1.16666666666667,-4,-1.33333333333333,-0.166666666666667,1,1.41939574742636,"9",0,TRUE,1
"100",1,4,2,0,8,10,175,6,152,150,19.7267041632113,11,176,8,116,58.3333333333333,0.958333333333333,1,0.333333333333333,0.0416666666666666,0.983333333333333,1.16593222110022,"9",0,TRUE,1
"101",1,4,2,0,8,11,156,6,152,150,19.7267041632113,11,176,8,116,52,0.166666666666667,20,6.66666666666667,0.833333333333333,0.666666666666667,0.202770821060909,"12",4,FALSE,0
"102",1,4,2,0,8,12,178,6,152,150,19.7267041632113,11,176,8,116,59.3333333333333,1.08333333333333,-2,-0.666666666666667,-0.0833333333333333,1,1.31801033689591,"9",4,TRUE,1
"103",1,4,2,0,8,13,175,6,152,150,19.7267041632113,11,176,8,116,58.3333333333333,0.958333333333333,1,0.333333333333333,0.0416666666666666,0.983333333333333,1.16593222110022,"9",0,TRUE,1
"104",1,4,2,0,8,14,175,6,152,150,19.7267041632113,11,176,8,116,58.3333333333333,0.958333333333333,1,0.333333333333333,0.0416666666666666,0.983333333333333,1.16593222110022,"9",0,TRUE,1
"105",1,4,2,0,8,15,176,6,152,150,19.7267041632113,11,176,8,116,58.6666666666667,1,0,0,0,1,1.21662492636545,"9",0,TRUE,1
"106",1,4,3,0,9,1,156,2,145.296296296296,147,16.1978507947928,17,169,26,100,52,0.451562500000007,13,4.33333333333333,0.548437499999993,0.811594202898551,0.660810118534058,"38",NA,FALSE,NA
"107",1,4,3,0,9,2,144,2,145.296296296296,147,16.1978507947928,17,169,26,100,48,-0.0546874999999865,25,8.33333333333333,1.05468749999999,0.63768115942029,-0.0800289070888787,"16",18,FALSE,NA
"108",1,4,3,0,9,3,128,2,145.296296296296,147,16.1978507947928,17,169,26,100,42.6666666666667,-0.729687499999978,41,13.6666666666667,1.72968749999998,0.405797101449275,-1.06781427458613,"30",9,FALSE,NA
"109",1,4,3,0,9,4,149,2,145.296296296296,147,16.1978507947928,17,169,26,100,49.6666666666667,0.156250000000011,20,6.66666666666667,0.843749999999989,0.710144927536232,0.228654020254011,"38",9,TRUE,0
"110",1,4,3,0,9,5,136,2,145.296296296296,147,16.1978507947928,17,169,26,100,45.3333333333333,-0.392187499999982,33,11,1.39218749999998,0.521739130434783,-0.573921590837503,"16",18,FALSE,0
"111",1,4,3,0,9,6,156,2,145.296296296296,147,16.1978507947928,17,169,26,100,52,0.451562500000007,13,4.33333333333333,0.548437499999993,0.811594202898551,0.660810118534058,"38",18,TRUE,0
"112",1,4,3,0,9,7,123,2,145.296296296296,147,16.1978507947928,17,169,26,100,41,-0.940624999999975,46,15.3333333333333,1.94062499999997,0.333333333333333,-1.37649720192902,"39",1,FALSE,0
"113",1,4,3,0,9,8,154,2,145.296296296296,147,16.1978507947928,17,169,26,100,51.3333333333333,0.367187500000008,15,5,0.632812499999992,0.782608695652174,0.537336947596902,"38",1,TRUE,0
"114",1,4,3,0,9,9,160,2,145.296296296296,147,16.1978507947928,17,169,26,100,53.3333333333333,0.620312500000005,9,3,0.379687499999995,0.869565217391304,0.90775646040837,"38",0,TRUE,0
"115",1,4,3,0,9,10,119,2,145.296296296296,147,16.1978507947928,17,169,26,100,39.6666666666667,-1.10937499999997,50,16.6666666666667,2.10937499999997,0.27536231884058,-1.62344354380333,"23",9,FALSE,1
"116",1,4,3,0,9,11,150,2,145.296296296296,147,16.1978507947928,17,169,26,100,50,0.19843750000001,19,6.33333333333333,0.80156249999999,0.72463768115942,0.290390605722589,"38",9,TRUE,0
"117",1,4,3,0,9,12,171,2,145.296296296296,147,16.1978507947928,17,169,26,100,57,1.084375,-2,-0.666666666666667,-0.084374999999999,1,1.58685890056273,"36",3,FALSE,0
"118",1,4,3,0,9,13,170,2,145.296296296296,147,16.1978507947928,17,169,26,100,56.6666666666667,1.0421875,-1,-0.333333333333333,-0.0421874999999994,1,1.52512231509415,"36",0,TRUE,0
"119",1,4,3,0,9,14,162,2,145.296296296296,147,16.1978507947928,17,169,26,100,54,0.704687500000004,7,2.33333333333333,0.295312499999996,0.898550724637681,1.03122963134553,"36",0,TRUE,0
"120",1,4,3,0,9,15,175,2,145.296296296296,147,16.1978507947928,17,169,26,100,58.3333333333333,1.253125,-6,-2,-0.253124999999997,1,1.83380524243704,"36",0,TRUE,0
"121",1,4,4,0,1,1,143,2,148.828125,144,19.9033814527574,79,197,22,116,47.6666666666667,-0.120986052546221,54,18,1.12098605254622,0.333333333333333,-0.292820846238295,"27",NA,FALSE,NA
"122",1,4,4,0,1,2,166,2,148.828125,144,19.9033814527574,79,197,22,116,55.3333333333333,0.356470969834577,31,10.3333333333333,0.643529030165423,0.617283950617284,0.862761689050632,"75",48,FALSE,NA
"123",1,4,4,0,1,3,185,2,148.828125,144,19.9033814527574,79,197,22,116,61.6666666666667,0.750891988323062,12,4,0.249108011676938,0.851851851851852,1.81737334863714,"64",16,FALSE,NA
"124",1,4,4,0,1,4,153,2,148.828125,144,19.9033814527574,79,197,22,116,51,0.0866039571845605,44,14.6666666666667,0.91339604281544,0.45679012345679,0.20960634301776,"42",16,FALSE,NA
"125",1,4,4,0,1,5,152,2,148.828125,144,19.9033814527574,79,197,22,116,50.6666666666667,0.0658449562114823,45,15,0.934155043788518,0.444444444444444,0.159363624092155,"63",16,FALSE,0
"126",1,4,4,0,1,6,165,2,148.828125,144,19.9033814527574,79,197,22,116,55,0.335711968861499,32,10.6666666666667,0.664288031138501,0.604938271604938,0.812518970125027,"75",16,FALSE,1
"127",1,4,4,0,1,7,135,2,148.828125,144,19.9033814527574,79,197,22,116,45,-0.287058060330847,62,20.6666666666667,1.28705806033085,0.234567901234568,-0.694762597643139,"76",1,FALSE,1
"128",1,4,4,0,1,8,184,2,148.828125,144,19.9033814527574,79,197,22,116,61.3333333333333,0.730132987349984,13,4.33333333333333,0.269867012650016,0.839506172839506,1.76713062971153,"35",48,FALSE,0
"129",1,4,4,0,1,9,123,2,148.828125,144,19.9033814527574,79,197,22,116,41,-0.536166072007785,74,24.6666666666667,1.53616607200778,0.0864197530864197,-1.2976752247504,"36",1,FALSE,0
"130",1,4,4,0,1,10,182,2,148.828125,144,19.9033814527574,79,197,22,116,60.6666666666667,0.688614985403827,15,5,0.311385014596173,0.814814814814815,1.66664519186032,"35",1,FALSE,0
"131",1,4,4,0,1,11,178,2,148.828125,144,19.9033814527574,79,197,22,116,59.3333333333333,0.605578981511515,19,6.33333333333333,0.394421018488485,0.765432098765432,1.4656743161579,"35",0,FALSE,0
"132",1,4,4,0,1,12,177,2,148.828125,144,19.9033814527574,79,197,22,116,59,0.584819980538437,20,6.66666666666667,0.415180019461563,0.753086419753086,1.41543159723229,"35",0,FALSE,0
"133",1,4,4,0,1,13,173,2,148.828125,144,19.9033814527574,79,197,22,116,57.6666666666667,0.501783976646124,24,8,0.498216023353876,0.703703703703704,1.21446072152987,"35",0,FALSE,0
"134",1,4,4,0,1,14,181,2,148.828125,144,19.9033814527574,79,197,22,116,60.3333333333333,0.667855984430749,16,5.33333333333333,0.332144015569251,0.802469135802469,1.61640247293471,"35",0,FALSE,0
"135",1,4,4,0,1,15,173,2,148.828125,144,19.9033814527574,79,197,22,116,57.6666666666667,0.501783976646124,24,8,0.498216023353876,0.703703703703704,1.21446072152987,"35",0,FALSE,0
"136",2,2,2,0,6,1,53,1,49,49,2.82842712474619,3,51,2,47,53,2,-2,-2,-1,1,1.4142135623731,"2",NA,FALSE,NA
"137",2,2,2,0,6,2,47,1,49,49,2.82842712474619,3,51,2,47,47,-1,4,4,2,0,-0.707106781186548,"3",1,FALSE,NA
"138",2,2,2,0,6,3,50,1,49,49,2.82842712474619,3,51,2,47,50,0.5,1,1,0.5,0.75,0.353553390593274,"3",0,FALSE,0
"139",2,2,2,0,6,4,49,1,49,49,2.82842712474619,3,51,2,47,49,0,2,2,1,0.5,0,"2",1,TRUE,1
"140",2,2,2,0,6,5,48,1,49,49,2.82842712474619,3,51,2,47,48,-0.5,3,3,1.5,0.25,-0.353553390593274,"3",1,TRUE,1
"141",2,2,2,0,6,6,52,1,49,49,2.82842712474619,3,51,2,47,52,1.5,-1,-1,-0.5,1,1.06066017177982,"2",1,TRUE,1
"142",2,2,2,0,6,7,47,1,49,49,2.82842712474619,3,51,2,47,47,-1,4,4,2,0,-0.707106781186548,"3",1,FALSE,0
"143",2,2,2,0,6,8,51,1,49,49,2.82842712474619,3,51,2,47,51,1,0,0,0,1,0.707106781186548,"2",1,TRUE,1
"144",2,2,2,0,6,9,53,1,49,49,2.82842712474619,3,51,2,47,53,2,-2,-2,-1,1,1.4142135623731,"2",0,TRUE,1
"145",2,2,2,0,6,10,50,1,49,49,2.82842712474619,3,51,2,47,50,0.5,1,1,0.5,0.75,0.353553390593274,"2",0,TRUE,1
"146",2,2,2,0,6,11,48,1,49,49,2.82842712474619,3,51,2,47,48,-0.5,3,3,1.5,0.25,-0.353553390593274,"2",0,TRUE,1
"147",2,2,2,0,6,12,51,1,49,49,2.82842712474619,3,51,2,47,51,1,0,0,0,1,0.707106781186548,"2",0,TRUE,1
"148",2,2,2,0,6,13,52,1,49,49,2.82842712474619,3,51,2,47,52,1.5,-1,-1,-0.5,1,1.06066017177982,"2",0,TRUE,1
"149",2,2,2,0,6,14,52,1,49,49,2.82842712474619,3,51,2,47,52,1.5,-1,-1,-0.5,1,1.06066017177982,"2",0,TRUE,1
"150",2,2,2,0,6,15,50,1,49,49,2.82842712474619,3,51,2,47,50,0.5,1,1,0.5,0.75,0.353553390593274,"3",1,FALSE,0
"151",2,2,3,0,8,1,55,2,51.6666666666667,52,1.52752523165195,2,53,4,50,55,2.50000000000004,-2,-2,-1.50000000000004,1,2.1821789023599,"3",NA,TRUE,NA
"152",2,2,3,0,8,2,51,2,51.6666666666667,52,1.52752523165195,2,53,4,50,51,-0.500000000000037,2,2,1.50000000000004,0.333333333333333,-0.436435780472005,"2",1,FALSE,NA
