"","subjID","H","B","A","city_no","walk_no","reward","v","mean","sd","best_leaf","best_reward","worst_leaf","worst_reward","step_reward","perc_reward","regret","step_regret","perc_regret","score","zreward","path_leaf","path_dist"
"61",1,2,3,1,18,1,56,2,50.6666666666667,4.04145188432738,2,55,4,47,56,1.23076923076923,-1,-1,-0.230769230769233,1,1.31965775814771,"2",NA
"62",1,2,3,1,18,2,45,2,50.6666666666667,4.04145188432738,2,55,4,47,45,-1.30769230769233,10,10,2.30769230769233,0,-1.40213636803196,"4",2
"63",1,2,3,1,18,3,48,2,50.6666666666667,4.04145188432738,2,55,4,47,48,-0.615384615384628,7,7,1.61538461538463,0.125,-0.659828879073866,"3",1
"64",1,2,3,1,18,4,56,2,50.6666666666667,4.04145188432738,2,55,4,47,56,1.23076923076923,-1,-1,-0.230769230769233,1,1.31965775814771,"2",1
"65",1,2,3,1,18,5,51,2,50.6666666666667,4.04145188432738,2,55,4,47,51,0.0769230769230699,4,4,0.92307692307693,0.5,0.0824786098842241,"2",0
"66",1,2,3,1,18,6,56,2,50.6666666666667,4.04145188432738,2,55,4,47,56,1.23076923076923,-1,-1,-0.230769230769233,1,1.31965775814771,"2",0
"67",1,2,3,1,18,7,59,2,50.6666666666667,4.04145188432738,2,55,4,47,59,1.92307692307693,-4,-4,-0.92307692307693,1,2.0619652471058,"2",0
"68",1,2,3,1,18,8,58,2,50.6666666666667,4.04145188432738,2,55,4,47,58,1.6923076923077,-3,-3,-0.692307692307698,1,1.8145294174531,"2",0
"69",1,2,3,1,18,9,59,2,50.6666666666667,4.04145188432738,2,55,4,47,59,1.92307692307693,-4,-4,-0.92307692307693,1,2.0619652471058,"2",0
"70",1,2,3,1,18,10,54,2,50.6666666666667,4.04145188432738,2,55,4,47,54,0.769230769230767,1,1,0.230769230769233,0.875,0.824786098842314,"2",0
"71",1,2,3,1,18,11,55,2,50.6666666666667,4.04145188432738,2,55,4,47,55,1,0,0,0,1,1.07222192849501,"2",0
"72",1,2,3,1,18,12,54,2,50.6666666666667,4.04145188432738,2,55,4,47,54,0.769230769230767,1,1,0.230769230769233,0.875,0.824786098842314,"2",0
"73",1,2,3,1,18,13,55,2,50.6666666666667,4.04145188432738,2,55,4,47,55,1,0,0,0,1,1.07222192849501,"2",0
"74",1,2,3,1,18,14,55,2,50.6666666666667,4.04145188432738,2,55,4,47,55,1,0,0,0,1,1.07222192849501,"2",0
"75",1,2,3,1,18,15,53,2,50.6666666666667,4.04145188432738,2,55,4,47,53,0.538461538461535,2,2,0.461538461538465,0.75,0.577350269189618,"2",0
"76",1,2,3,2,14,1,65,6,60,3,2,63,4,57,65,1.66666666666667,-2,-2,-0.666666666666667,1,1.66666666666667,"2",NA
"77",1,2,3,2,14,2,57,6,60,3,2,63,4,57,57,-1,6,6,2,0,-1,"3",1
"78",1,2,3,2,14,3,57,6,60,3,2,63,4,57,57,-1,6,6,2,0,-1,"4",1
"79",1,2,3,2,14,4,59,6,60,3,2,63,4,57,59,-0.333333333333333,4,4,1.33333333333333,0.333333333333333,-0.333333333333333,"2",2
"80",1,2,3,2,14,5,66,6,60,3,2,63,4,57,66,2,-3,-3,-1,1,2,"2",0
"81",1,2,3,2,14,6,63,6,60,3,2,63,4,57,63,1,0,0,0,1,1,"2",0
"82",1,2,3,2,14,7,64,6,60,3,2,63,4,57,64,1.33333333333333,-1,-1,-0.333333333333333,1,1.33333333333333,"2",0
"83",1,2,3,2,14,8,65,6,60,3,2,63,4,57,65,1.66666666666667,-2,-2,-0.666666666666667,1,1.66666666666667,"2",0
"84",1,2,3,2,14,9,62,6,60,3,2,63,4,57,62,0.666666666666667,1,1,0.333333333333333,0.833333333333333,0.666666666666667,"2",0
"85",1,2,3,2,14,10,62,6,60,3,2,63,4,57,62,0.666666666666667,1,1,0.333333333333333,0.833333333333333,0.666666666666667,"2",0
"86",1,2,3,2,14,11,66,6,60,3,2,63,4,57,66,2,-3,-3,-1,1,2,"2",0
"87",1,2,3,2,14,12,58,6,60,3,2,63,4,57,58,-0.666666666666667,5,5,1.66666666666667,0.166666666666667,-0.666666666666667,"2",0
"88",1,2,3,2,14,13,64,6,60,3,2,63,4,57,64,1.33333333333333,-1,-1,-0.333333333333333,1,1.33333333333333,"2",0
"89",1,2,3,2,14,14,59,6,60,3,2,63,4,57,59,-0.333333333333333,4,4,1.33333333333333,0.333333333333333,-0.333333333333333,"2",0
"90",1,2,3,2,14,15,68,6,60,3,2,63,4,57,68,2.66666666666667,-5,-5,-1.66666666666667,1,2.66666666666667,"2",0
"91",1,2,4,0.5,19,1,31,2,40.5,7.04745817062199,3,49,2,32,31,-1.11764705882353,18,18,2.11764705882353,0,-1.34800374404515,"2",NA
"92",1,2,4,0.5,19,2,47,2,40.5,7.04745817062199,3,49,2,32,47,0.764705882352941,2,2,0.235294117647059,0.882352941176471,0.922318351188784,"3",1
"93",1,2,4,0.5,19,3,42,2,40.5,7.04745817062199,3,49,2,32,42,0.176470588235294,7,7,0.823529411764706,0.588235294117647,0.212842696428181,"4",1
"94",1,2,4,0.5,19,4,39,2,40.5,7.04745817062199,3,49,2,32,39,-0.176470588235294,10,10,1.17647058823529,0.411764705882353,-0.212842696428181,"5",1
"95",1,2,4,0.5,19,5,52,2,40.5,7.04745817062199,3,49,2,32,52,1.35294117647059,-3,-3,-0.352941176470588,1,1.63179400594939,"3",2
"96",1,2,4,0.5,19,6,45,2,40.5,7.04745817062199,3,49,2,32,45,0.529411764705882,4,4,0.470588235294118,0.764705882352941,0.638528089284543,"4",1
"97",1,2,4,0.5,19,7,49,2,40.5,7.04745817062199,3,49,2,32,49,1,0,0,0,1,1.20610861309303,"3",1
"98",1,2,4,0.5,19,8,43,2,40.5,7.04745817062199,3,49,2,32,43,0.294117647058824,6,6,0.705882352941176,0.647058823529412,0.354737827380302,"4",1
"99",1,2,4,0.5,19,9,48,2,40.5,7.04745817062199,3,49,2,32,48,0.882352941176471,1,1,0.117647058823529,0.941176470588235,1.06421348214091,"3",1
"100",1,2,4,0.5,19,10,52,2,40.5,7.04745817062199,3,49,2,32,52,1.35294117647059,-3,-3,-0.352941176470588,1,1.63179400594939,"3",0
"101",1,2,4,0.5,19,11,37,2,40.5,7.04745817062199,3,49,2,32,37,-0.411764705882353,12,12,1.41176470588235,0.294117647058824,-0.496632958332422,"4",1
"102",1,2,4,0.5,19,12,50,2,40.5,7.04745817062199,3,49,2,32,50,1.11764705882353,-1,-1,-0.117647058823529,1,1.34800374404515,"3",1
"103",1,2,4,0.5,19,13,42,2,40.5,7.04745817062199,3,49,2,32,42,0.176470588235294,7,7,0.823529411764706,0.588235294117647,0.212842696428181,"4",1
"104",1,2,4,0.5,19,14,51,2,40.5,7.04745817062199,3,49,2,32,51,1.23529411764706,-2,-2,-0.235294117647059,1,1.48989887499727,"3",1
"105",1,2,4,0.5,19,15,43,2,40.5,7.04745817062199,3,49,2,32,43,0.294117647058824,6,6,0.705882352941176,0.647058823529412,0.354737827380302,"4",1
"106",1,2,4,1,3,1,56,2,45.75,6.23832242407097,2,54,5,39,56,1.24242424242424,-2,-2,-0.242424242424242,1,1.64306993182169,"2",NA
"107",1,2,4,1,3,2,43,2,45.75,6.23832242407097,2,54,5,39,43,-0.333333333333333,11,11,1.33333333333333,0.266666666666667,-0.440823640244843,"5",3
"108",1,2,4,1,3,3,44,2,45.75,6.23832242407097,2,54,5,39,44,-0.212121212121212,10,10,1.21212121212121,0.333333333333333,-0.280524134701264,"4",1
"109",1,2,4,1,3,4,46,2,45.75,6.23832242407097,2,54,5,39,46,0.0303030303030303,8,8,0.96969696969697,0.466666666666667,0.0400748763858948,"3",1
"110",1,2,4,1,3,5,57,2,45.75,6.23832242407097,2,54,5,39,57,1.36363636363636,-3,-3,-0.363636363636364,1,1.80336943736527,"2",1
"111",1,2,4,1,3,6,39,2,45.75,6.23832242407097,2,54,5,39,39,-0.818181818181818,15,15,1.81818181818182,0,-1.08202166241916,"5",3
"112",1,2,4,1,3,7,44,2,45.75,6.23832242407097,2,54,5,39,44,-0.212121212121212,10,10,1.21212121212121,0.333333333333333,-0.280524134701264,"3",2
"113",1,2,4,1,3,8,50,2,45.75,6.23832242407097,2,54,5,39,50,0.515151515151515,4,4,0.484848484848485,0.733333333333333,0.681272898560212,"2",1
"114",1,2,4,1,3,9,47,2,45.75,6.23832242407097,2,54,5,39,47,0.151515151515152,7,7,0.848484848484849,0.533333333333333,0.200374381929474,"3",1
"115",1,2,4,1,3,10,44,2,45.75,6.23832242407097,2,54,5,39,44,-0.212121212121212,10,10,1.21212121212121,0.333333333333333,-0.280524134701264,"4",1
"116",1,2,4,1,3,11,39,2,45.75,6.23832242407097,2,54,5,39,39,-0.818181818181818,15,15,1.81818181818182,0,-1.08202166241916,"5",1
"117",1,2,4,1,3,12,56,2,45.75,6.23832242407097,2,54,5,39,56,1.24242424242424,-2,-2,-0.242424242424242,1,1.64306993182169,"2",3
"118",1,2,4,1,3,13,45,2,45.75,6.23832242407097,2,54,5,39,45,-0.0909090909090909,9,9,1.09090909090909,0.4,-0.120224629157685,"3",1
"119",1,2,4,1,3,14,46,2,45.75,6.23832242407097,2,54,5,39,46,0.0303030303030303,8,8,0.96969696969697,0.466666666666667,0.0400748763858948,"4",1
"120",1,2,4,1,3,15,43,2,45.75,6.23832242407097,2,54,5,39,43,-0.333333333333333,11,11,1.33333333333333,0.266666666666667,-0.440823640244843,"5",1
"121",1,2,4,2,10,1,63,6,60,3.65148371670111,2,64,5,56,63,0.75,1,1,0.25,0.875,0.821583836257749,"2",NA
"122",1,2,4,2,10,2,59,6,60,3.65148371670111,2,64,5,56,59,-0.25,5,5,1.25,0.375,-0.273861278752583,"3",1
"123",1,2,4,2,10,3,57,6,60,3.65148371670111,2,64,5,56,57,-0.75,7,7,1.75,0.125,-0.821583836257749,"5",2
"124",1,2,4,2,10,4,57,6,60,3.65148371670111,2,64,5,56,57,-0.75,7,7,1.75,0.125,-0.821583836257749,"4",1
"125",1,2,4,2,10,5,64,6,60,3.65148371670111,2,64,5,56,64,1,0,0,0,1,1.09544511501033,"2",2
"126",1,2,4,2,10,6,61,6,60,3.65148371670111,2,64,5,56,61,0.25,3,3,0.75,0.625,0.273861278752583,"3",1
"127",1,2,4,2,10,7,65,6,60,3.65148371670111,2,64,5,56,65,1.25,-1,-1,-0.25,1,1.36930639376291,"2",1
"128",1,2,4,2,10,8,60,6,60,3.65148371670111,2,64,5,56,60,0,4,4,1,0.5,0,"3",1
"129",1,2,4,2,10,9,63,6,60,3.65148371670111,2,64,5,56,63,0.75,1,1,0.25,0.875,0.821583836257749,"2",1
"130",1,2,4,2,10,10,56,6,60,3.65148371670111,2,64,5,56,56,-1,8,8,2,0,-1.09544511501033,"5",3
"131",1,2,4,2,10,11,58,6,60,3.65148371670111,2,64,5,56,58,-0.5,6,6,1.5,0.25,-0.547722557505166,"4",1
"132",1,2,4,2,10,12,67,6,60,3.65148371670111,2,64,5,56,67,1.75,-3,-3,-0.75,1,1.91702895126808,"3",1
"133",1,2,4,2,10,13,61,6,60,3.65148371670111,2,64,5,56,61,0.25,3,3,0.75,0.625,0.273861278752583,"2",1
"134",1,2,4,2,10,14,64,6,60,3.65148371670111,2,64,5,56,64,1,0,0,0,1,1.09544511501033,"2",0
"135",1,2,4,2,10,15,64,6,60,3.65148371670111,2,64,5,56,64,1,0,0,0,1,1.09544511501033,"3",1
"136",1,3,2,0.5,22,1,134,3,106.25,19.6022957839127,5,132,4,87,67,1.07766990291262,-2,-1,-0.0776699029126213,1,1.41565050879265,"5",NA
"137",1,3,2,0.5,22,2,89,3,106.25,19.6022957839127,5,132,4,87,44.5,-0.669902912621359,43,21.5,1.66990291262136,0.0444444444444444,-0.87999896492516,"4",1
"138",1,3,2,0.5,22,3,98,3,106.25,19.6022957839127,5,132,4,87,49,-0.320388349514563,34,17,1.32038834951456,0.244444444444444,-0.420869070181598,"7",2
"139",1,3,2,0.5,22,4,111,3,106.25,19.6022957839127,5,132,4,87,55.5,0.184466019417476,21,10.5,0.815533980582524,0.533333333333333,0.242318555559102,"6",1
"140",1,3,2,0.5,22,5,135,3,106.25,19.6022957839127,5,132,4,87,67.5,1.11650485436893,-3,-1.5,-0.116504854368932,1,1.46666494154193,"5",2
"141",1,3,2,0.5,22,6,135,3,106.25,19.6022957839127,5,132,4,87,67.5,1.11650485436893,-3,-1.5,-0.116504854368932,1,1.46666494154193,"5",0
"142",1,3,2,0.5,22,7,130,3,106.25,19.6022957839127,5,132,4,87,65,0.922330097087379,2,1,0.0776699029126213,0.955555555555556,1.21159277779551,"5",0
"143",1,3,2,0.5,22,8,132,3,106.25,19.6022957839127,5,132,4,87,66,1,0,0,0,1,1.31362164329408,"5",0
"144",1,3,2,0.5,22,9,131,3,106.25,19.6022957839127,5,132,4,87,65.5,0.961165048543689,1,0.5,0.0388349514563107,0.977777777777778,1.26260721054479,"5",0
"145",1,3,2,0.5,22,10,136,3,106.25,19.6022957839127,5,132,4,87,68,1.15533980582524,-4,-2,-0.155339805825243,1,1.51767937429122,"5",0
"146",1,3,2,0.5,22,11,127,3,106.25,19.6022957839127,5,132,4,87,63.5,0.805825242718447,5,2.5,0.194174757281553,0.888888888888889,1.05854947954766,"5",0
"147",1,3,2,0.5,22,12,133,3,106.25,19.6022957839127,5,132,4,87,66.5,1.03883495145631,-1,-0.5,-0.0388349514563107,1,1.36463607604336,"5",0
"148",1,3,2,0.5,22,13,129,3,106.25,19.6022957839127,5,132,4,87,64.5,0.883495145631068,3,1.5,0.116504854368932,0.933333333333333,1.16057834504623,"5",0
"149",1,3,2,0.5,22,14,129,3,106.25,19.6022957839127,5,132,4,87,64.5,0.883495145631068,3,1.5,0.116504854368932,0.933333333333333,1.16057834504623,"5",0
"150",1,3,2,0.5,22,15,133,3,106.25,19.6022957839127,5,132,4,87,66.5,1.03883495145631,-1,-0.5,-0.0388349514563107,1,1.36463607604336,"5",0
"151",1,3,2,1,9,1,94,6,106.75,16.5403546918841,6,123,4,92,47,-0.784615384615385,29,14.5,1.78461538461538,0.0645161290322581,-0.770841994474041,"5",NA
"152",1,3,2,1,9,2,89,6,106.75,16.5403546918841,6,123,4,92,44.5,-1.09230769230769,34,17,2.09230769230769,0,-1.07313297269915,"4",1
"153",1,3,2,1,9,3,119,6,106.75,16.5403546918841,6,123,4,92,59.5,0.753846153846154,4,2,0.246153846153846,0.870967741935484,0.740612896651529,"7",2
"154",1,3,2,1,9,4,119,6,106.75,16.5403546918841,6,123,4,92,59.5,0.753846153846154,4,2,0.246153846153846,0.870967741935484,0.740612896651529,"6",1
"155",1,3,2,1,9,5,121,6,106.75,16.5403546918841,6,123,4,92,60.5,0.876923076923077,2,1,0.123076923076923,0.935483870967742,0.861529287941575,"7",1
"156",1,3,2,1,9,6,125,6,106.75,16.5403546918841,6,123,4,92,62.5,1.12307692307692,-2,-1,-0.123076923076923,1,1.10336207052167,"6",1
"157",1,3,2,1,9,7,123,6,106.75,16.5403546918841,6,123,4,92,61.5,1,0,0,0,1,0.982445679231621,"7",1
"158",1,3,2,1,9,8,121,6,106.75,16.5403546918841,6,123,4,92,60.5,0.876923076923077,2,1,0.123076923076923,0.935483870967742,0.861529287941575,"6",1
"159",1,3,2,1,9,9,121,6,106.75,16.5403546918841,6,123,4,92,60.5,0.876923076923077,2,1,0.123076923076923,0.935483870967742,0.861529287941575,"7",1
"160",1,3,2,1,9,10,124,6,106.75,16.5403546918841,6,123,4,92,62,1.06153846153846,-1,-0.5,-0.0615384615384615,1,1.04290387487664,"6",1
"161",1,3,2,1,9,11,117,6,106.75,16.5403546918841,6,123,4,92,58.5,0.630769230769231,6,3,0.369230769230769,0.806451612903226,0.619696505361484,"7",1
"162",1,3,2,1,9,12,118,6,106.75,16.5403546918841,6,123,4,92,59,0.692307692307692,5,2.5,0.307692307692308,0.838709677419355,0.680154701006507,"6",1
"163",1,3,2,1,9,13,118,6,106.75,16.5403546918841,6,123,4,92,59,0.692307692307692,5,2.5,0.307692307692308,0.838709677419355,0.680154701006507,"7",1
"164",1,3,2,1,9,14,126,6,106.75,16.5403546918841,6,123,4,92,63,1.18461538461538,-3,-1.5,-0.184615384615385,1,1.16382026616669,"6",1
"165",1,3,2,1,9,15,122,6,106.75,16.5403546918841,6,123,4,92,61,0.938461538461538,1,0.5,0.0615384615384615,0.967741935483871,0.921987483586598,"6",0
"166",1,3,2,2,16,1,78,4,79.25,5.7373048260195,5,86,7,74,39,-0.185185185185185,8,4,1.18518518518519,0.333333333333333,-0.217872335165298,"4",NA
"167",1,3,2,2,16,2,87,4,79.25,5.7373048260195,5,86,7,74,43.5,1.14814814814815,-1,-0.5,-0.148148148148148,1,1.35080847802485,"5",1
"168",1,3,2,2,16,3,80,4,79.25,5.7373048260195,5,86,7,74,40,0.111111111111111,6,3,0.888888888888889,0.5,0.130723401099179,"7",2
"169",1,3,2,2,16,4,72,4,79.25,5.7373048260195,5,86,7,74,36,-1.07407407407407,14,7,2.07407407407407,0,-1.26365954395873,"6",1
"170",1,3,2,2,16,5,88,4,79.25,5.7373048260195,5,86,7,74,44,1.2962962962963,-2,-1,-0.296296296296296,1,1.52510634615708,"5",2
"171",1,3,2,2,16,6,81,4,79.25,5.7373048260195,5,86,7,74,40.5,0.259259259259259,5,2.5,0.740740740740741,0.583333333333333,0.305021269231417,"4",1
"172",1,3,2,2,16,7,87,4,79.25,5.7373048260195,5,86,7,74,43.5,1.14814814814815,-1,-0.5,-0.148148148148148,1,1.35080847802485,"5",1
"173",1,3,2,2,16,8,80,4,79.25,5.7373048260195,5,86,7,74,40,0.111111111111111,6,3,0.888888888888889,0.5,0.130723401099179,"4",1
"174",1,3,2,2,16,9,89,4,79.25,5.7373048260195,5,86,7,74,44.5,1.44444444444444,-3,-1.5,-0.444444444444444,1,1.69940421428932,"5",1
"175",1,3,2,2,16,10,81,4,79.25,5.7373048260195,5,86,7,74,40.5,0.259259259259259,5,2.5,0.740740740740741,0.583333333333333,0.305021269231417,"4",1
"176",1,3,2,2,16,11,86,4,79.25,5.7373048260195,5,86,7,74,43,1,0,0,0,1,1.17651060989261,"5",1
"177",1,3,2,2,16,12,85,4,79.25,5.7373048260195,5,86,7,74,42.5,0.851851851851852,1,0.5,0.148148148148148,0.916666666666667,1.00221274176037,"4",1
"178",1,3,2,2,16,13,83,4,79.25,5.7373048260195,5,86,7,74,41.5,0.555555555555556,3,1.5,0.444444444444444,0.75,0.653617005495893,"5",1
