"city_no","walk_no","reward","step_no","node","node_reward","node_rt","H","B","A","v","subjID","mean","median","sd","best_leaf","best_reward","worst_leaf","worst_reward","path_leaf"
5,5,93,1,5,64,1173,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"19"
5,5,93,2,19,29,680,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"19"
5,6,101,1,5,61,466,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"18"
5,6,101,2,18,40,672,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"18"
5,7,119,1,5,60,1354,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,7,119,2,20,59,720,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,8,125,1,5,66,1115,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,8,125,2,20,59,624,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,9,120,1,5,60,403,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,9,120,2,20,60,520,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,10,119,1,5,61,74,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,10,119,2,20,58,648,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,11,126,1,5,65,545,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,11,126,2,20,61,616,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,12,120,1,5,64,90,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,12,120,2,20,56,920,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,13,120,1,5,64,425,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,13,120,2,20,56,2056,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,14,123,1,5,65,561,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,14,123,2,20,58,1208,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,15,121,1,5,62,3322,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
5,15,121,2,20,59,912,3,4,0,6,1,94.1875,92,11.2973079389148,18,122,9,74,"20"
6,1,33,1,3,33,1717,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"3"
6,2,39,1,2,39,21,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,3,43,1,2,43,157,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,4,40,1,2,40,118,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,5,38,1,2,38,701,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,6,38,1,2,38,309,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,7,38,1,2,38,228,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,8,42,1,2,42,245,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,9,39,1,2,39,284,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,10,41,1,2,41,429,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,11,39,1,2,39,100,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,12,37,1,2,37,149,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,13,39,1,2,39,212,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,14,36,1,2,36,573,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
6,15,39,1,2,39,525,2,2,0,9,1,37,37,2.82842712474619,2,39,3,35,"2"
7,1,65,1,5,65,1647,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,2,63,1,2,63,311,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"2"
7,3,55,1,3,55,787,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"3"
7,4,51,1,4,51,1165,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"4"
7,5,69,1,5,69,522,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,6,67,1,5,67,133,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,7,66,1,5,66,123,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,8,63,1,5,63,446,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,9,63,1,5,63,389,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,10,67,1,5,67,52,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,11,63,1,5,63,796,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,12,65,1,5,65,293,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,13,67,1,5,67,260,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,14,67,1,5,67,1580,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
7,15,68,1,5,68,1404,2,4,0,4,1,58.5,58,7.04745817062199,2,66,4,52,"5"
8,1,120,1,3,58,2856,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"15"
8,1,120,2,7,42,2129,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"15"
8,1,120,3,15,20,671,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"15"
8,2,161,1,2,60,450,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"8"
8,2,161,2,4,49,504,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"8"
8,2,161,3,8,52,496,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"8"
8,3,177,1,2,66,4515,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,3,177,2,4,47,520,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,3,177,3,9,64,1016,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,4,177,1,2,68,1025,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,4,177,2,4,45,664,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,4,177,3,9,64,728,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,5,180,1,2,67,554,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,5,180,2,4,48,512,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,5,180,3,9,65,632,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,6,150,1,2,65,2275,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"10"
8,6,150,2,5,44,608,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"10"
8,6,150,3,10,41,792,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"10"
8,7,173,1,2,63,475,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,7,173,2,4,48,689,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,7,173,3,9,62,471,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,8,170,1,2,59,59,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,8,170,2,4,46,1760,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,8,170,3,9,65,1680,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,9,180,1,2,64,1672,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,9,180,2,4,50,656,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,9,180,3,9,66,936,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,10,175,1,2,64,834,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,10,175,2,4,44,744,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,10,175,3,9,67,829,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,11,156,1,3,59,1733,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"12"
8,11,156,2,6,45,736,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"12"
8,11,156,3,12,52,1560,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"12"
8,12,178,1,2,65,1297,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,12,178,2,4,49,489,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,12,178,3,9,64,695,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,13,175,1,2,61,467,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,13,175,2,4,48,1080,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,13,175,3,9,66,688,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,14,175,1,2,65,313,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,14,175,2,4,44,752,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,14,175,3,9,66,768,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,15,176,1,2,60,1018,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,15,176,2,4,49,530,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
8,15,176,3,9,67,969,4,2,0,6,1,152,150,19.7267041632113,11,176,8,116,"9"
9,1,156,1,4,47,4353,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,1,156,2,13,40,590,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,1,156,3,38,69,2712,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,2,144,1,2,47,474,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"16"
9,2,144,2,5,48,2360,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"16"
9,2,144,3,16,49,576,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"16"
9,3,128,1,3,54,994,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"30"
9,3,128,2,10,58,1128,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"30"
9,3,128,3,30,16,1424,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"30"
9,4,149,1,4,41,3530,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,4,149,2,13,39,520,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,4,149,3,38,69,567,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,5,136,1,2,44,375,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"16"
9,5,136,2,5,44,832,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"16"
9,5,136,3,16,48,488,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"16"
9,6,156,1,4,46,952,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,6,156,2,13,39,600,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,6,156,3,38,71,568,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,7,123,1,4,46,929,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"39"
9,7,123,2,13,38,464,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"39"
9,7,123,3,39,39,680,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"39"
9,8,154,1,4,47,511,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,8,154,2,13,35,512,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,8,154,3,38,72,528,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,9,160,1,4,46,891,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,9,160,2,13,41,552,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,9,160,3,38,73,648,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,10,119,1,3,58,662,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"23"
9,10,119,2,8,51,656,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"23"
9,10,119,3,23,10,992,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"23"
9,11,150,1,4,41,439,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,11,150,2,13,40,504,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,11,150,3,38,69,560,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"38"
9,12,171,1,4,45,420,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,12,171,2,12,66,512,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,12,171,3,36,60,1096,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,13,170,1,4,48,456,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,13,170,2,12,63,560,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,13,170,3,36,59,584,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,14,162,1,4,45,62,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,14,162,2,12,62,2512,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,14,162,3,36,55,427,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,15,175,1,4,46,465,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,15,175,2,12,68,520,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
9,15,175,3,36,61,464,4,3,0,2,1,145.296296296296,147,16.1978507947928,17,169,26,100,"36"
