"subjID","alpha","gamma","beta","tau","H","B","A","v","walk_no","path_leaf","reward","node","node_reward","step_no"
1,0,0,1,1,3,2,0,7,14,6,101,6,59,2
1,0,0,1,1,3,2,0,7,15,7,87,3,40,1
1,0,0,1,1,3,2,0,7,15,7,87,7,47,2
1,0,0,1,1,3,2,1,1,1,4,70,2,39,1
1,0,0,1,1,3,2,1,1,1,4,70,4,31,2
1,0,0,1,1,3,2,1,1,2,5,76,2,38,1
1,0,0,1,1,3,2,1,1,2,5,76,5,38,2
1,0,0,1,1,3,2,1,1,3,5,74,2,37,1
1,0,0,1,1,3,2,1,1,3,5,74,5,37,2
1,0,0,1,1,3,2,1,1,4,5,77,2,38,1
1,0,0,1,1,3,2,1,1,4,5,77,5,39,2
1,0,0,1,1,3,2,1,1,5,5,77,2,40,1
1,0,0,1,1,3,2,1,1,5,5,77,5,37,2
1,0,0,1,1,3,2,1,1,6,5,76,2,38,1
1,0,0,1,1,3,2,1,1,6,5,76,5,38,2
1,0,0,1,1,3,2,1,1,7,4,69,2,42,1
1,0,0,1,1,3,2,1,1,7,4,69,4,27,2
1,0,0,1,1,3,2,1,1,8,5,73,2,39,1
1,0,0,1,1,3,2,1,1,8,5,73,5,34,2
1,0,0,1,1,3,2,1,1,9,4,68,2,39,1
1,0,0,1,1,3,2,1,1,9,4,68,4,29,2
1,0,0,1,1,3,2,1,1,10,5,73,2,36,1
1,0,0,1,1,3,2,1,1,10,5,73,5,37,2
1,0,0,1,1,3,2,1,1,11,4,67,2,39,1
1,0,0,1,1,3,2,1,1,11,4,67,4,28,2
1,0,0,1,1,3,2,1,1,12,5,74,2,38,1
1,0,0,1,1,3,2,1,1,12,5,74,5,36,2
1,0,0,1,1,3,2,1,1,13,4,62,2,37,1
1,0,0,1,1,3,2,1,1,13,4,62,4,25,2
1,0,0,1,1,3,2,1,1,14,5,72,2,35,1
1,0,0,1,1,3,2,1,1,14,5,72,5,37,2
1,0,0,1,1,3,2,1,1,15,4,65,2,39,1
1,0,0,1,1,3,2,1,1,15,4,65,4,26,2
1,0,0,1,1,3,3,0,3,1,12,105,4,61,1
1,0,0,1,1,3,3,0,3,1,12,105,12,44,2
1,0,0,1,1,3,3,0,3,2,11,104,4,60,1
1,0,0,1,1,3,3,0,3,2,11,104,11,44,2
1,0,0,1,1,3,3,0,3,3,12,107,4,59,1
1,0,0,1,1,3,3,0,3,3,12,107,12,48,2
1,0,0,1,1,3,3,0,3,4,12,109,4,61,1
1,0,0,1,1,3,3,0,3,4,12,109,12,48,2
1,0,0,1,1,3,3,0,3,5,12,109,4,59,1
1,0,0,1,1,3,3,0,3,5,12,109,12,50,2
1,0,0,1,1,3,3,0,3,6,13,111,4,62,1
1,0,0,1,1,3,3,0,3,6,13,111,13,49,2
1,0,0,1,1,3,3,0,3,7,11,104,4,59,1
1,0,0,1,1,3,3,0,3,7,11,104,11,45,2
1,0,0,1,1,3,3,0,3,8,11,106,4,59,1
1,0,0,1,1,3,3,0,3,8,11,106,11,47,2
1,0,0,1,1,3,3,0,3,9,12,112,4,64,1
1,0,0,1,1,3,3,0,3,9,12,112,12,48,2
1,0,0,1,1,3,3,0,3,10,13,109,4,59,1
1,0,0,1,1,3,3,0,3,10,13,109,13,50,2
1,0,0,1,1,3,3,0,3,11,13,109,4,58,1
1,0,0,1,1,3,3,0,3,11,13,109,13,51,2
1,0,0,1,1,3,3,0,3,12,13,109,4,59,1
1,0,0,1,1,3,3,0,3,12,13,109,13,50,2
1,0,0,1,1,3,3,0,3,13,12,107,4,61,1
1,0,0,1,1,3,3,0,3,13,12,107,12,46,2
1,0,0,1,1,3,3,0,3,14,13,108,4,59,1
1,0,0,1,1,3,3,0,3,14,13,108,13,49,2
1,0,0,1,1,3,3,0,3,15,13,108,4,59,1
1,0,0,1,1,3,3,0,3,15,13,108,13,49,2
1,0,0,1,1,3,3,1,2,1,10,71,3,42,1
1,0,0,1,1,3,3,1,2,1,10,71,10,29,2
1,0,0,1,1,3,3,1,2,2,9,78,3,44,1
1,0,0,1,1,3,3,1,2,2,9,78,9,34,2
1,0,0,1,1,3,3,1,2,3,10,71,3,42,1
1,0,0,1,1,3,3,1,2,3,10,71,10,29,2
1,0,0,1,1,3,3,1,2,4,10,70,3,42,1
1,0,0,1,1,3,3,1,2,4,10,70,10,28,2
1,0,0,1,1,3,3,1,2,5,9,71,3,41,1
1,0,0,1,1,3,3,1,2,5,9,71,9,30,2
1,0,0,1,1,3,3,1,2,6,9,74,3,42,1
1,0,0,1,1,3,3,1,2,6,9,74,9,32,2
1,0,0,1,1,3,3,1,2,7,9,67,3,38,1
1,0,0,1,1,3,3,1,2,7,9,67,9,29,2
1,0,0,1,1,3,3,1,2,8,8,81,3,42,1
1,0,0,1,1,3,3,1,2,8,8,81,8,39,2
1,0,0,1,1,3,3,1,2,9,8,73,3,39,1
1,0,0,1,1,3,3,1,2,9,8,73,8,34,2
1,0,0,1,1,3,3,1,2,10,9,73,3,42,1
1,0,0,1,1,3,3,1,2,10,9,73,9,31,2
1,0,0,1,1,3,3,1,2,11,8,84,3,45,1
1,0,0,1,1,3,3,1,2,11,8,84,8,39,2
1,0,0,1,1,3,3,1,2,12,9,72,3,41,1
1,0,0,1,1,3,3,1,2,12,9,72,9,31,2
1,0,0,1,1,3,3,1,2,13,8,82,3,43,1
1,0,0,1,1,3,3,1,2,13,8,82,8,39,2
1,0,0,1,1,3,3,1,2,14,10,69,3,41,1
1,0,0,1,1,3,3,1,2,14,10,69,10,28,2
1,0,0,1,1,3,3,1,2,15,10,67,3,43,1
1,0,0,1,1,3,3,1,2,15,10,67,10,24,2
1,0,0,1,1,3,4,0,9,1,7,111,2,37,1
1,0,0,1,1,3,4,0,9,1,7,111,7,74,2
1,0,0,1,1,3,4,0,9,2,8,102,2,38,1
1,0,0,1,1,3,4,0,9,2,8,102,8,64,2
1,0,0,1,1,3,4,0,9,3,7,116,2,46,1
1,0,0,1,1,3,4,0,9,3,7,116,7,70,2
1,0,0,1,1,3,4,0,9,4,8,106,2,41,1
1,0,0,1,1,3,4,0,9,4,8,106,8,65,2
1,0,0,1,1,3,4,0,9,5,7,110,2,39,1
1,0,0,1,1,3,4,0,9,5,7,110,7,71,2
1,0,0,1,1,3,4,0,9,6,8,102,2,40,1
1,0,0,1,1,3,4,0,9,6,8,102,8,62,2
1,0,0,1,1,3,4,0,9,7,6,130,2,45,1
1,0,0,1,1,3,4,0,9,7,6,130,6,85,2
1,0,0,1,1,3,4,0,9,8,7,110,2,39,1
1,0,0,1,1,3,4,0,9,8,7,110,7,71,2
1,0,0,1,1,3,4,0,9,9,7,110,2,40,1
1,0,0,1,1,3,4,0,9,9,7,110,7,70,2
1,0,0,1,1,3,4,0,9,10,6,118,2,38,1
1,0,0,1,1,3,4,0,9,10,6,118,6,80,2
1,0,0,1,1,3,4,0,9,11,8,108,2,41,1
1,0,0,1,1,3,4,0,9,11,8,108,8,67,2
1,0,0,1,1,3,4,0,9,12,8,105,2,41,1
1,0,0,1,1,3,4,0,9,12,8,105,8,64,2
1,0,0,1,1,3,4,0,9,13,6,119,2,41,1
1,0,0,1,1,3,4,0,9,13,6,119,6,78,2
1,0,0,1,1,3,4,0,9,14,6,120,2,38,1
1,0,0,1,1,3,4,0,9,14,6,120,6,82,2
1,0,0,1,1,3,4,0,9,15,6,122,2,38,1
1,0,0,1,1,3,4,0,9,15,6,122,6,84,2
1,0,0,1,1,3,4,1,7,1,20,81,5,42,1
1,0,0,1,1,3,4,1,7,1,20,81,20,39,2
1,0,0,1,1,3,4,1,7,2,19,88,5,41,1
1,0,0,1,1,3,4,1,7,2,19,88,19,47,2
1,0,0,1,1,3,4,1,7,3,20,85,5,45,1
1,0,0,1,1,3,4,1,7,3,20,85,20,40,2
1,0,0,1,1,3,4,1,7,4,21,85,5,43,1
1,0,0,1,1,3,4,1,7,4,21,85,21,42,2
1,0,0,1,1,3,4,1,7,5,19,88,5,43,1
1,0,0,1,1,3,4,1,7,5,19,88,19,45,2
1,0,0,1,1,3,4,1,7,6,21,85,5,41,1
1,0,0,1,1,3,4,1,7,6,21,85,21,44,2
1,0,0,1,1,3,4,1,7,7,21,81,5,39,1
1,0,0,1,1,3,4,1,7,7,21,81,21,42,2
1,0,0,1,1,3,4,1,7,8,21,85,5,44,1
1,0,0,1,1,3,4,1,7,8,21,85,21,41,2
1,0,0,1,1,3,4,1,7,9,19,89,5,41,1
1,0,0,1,1,3,4,1,7,9,19,89,19,48,2
1,0,0,1,1,3,4,1,7,10,18,79,5,40,1
1,0,0,1,1,3,4,1,7,10,18,79,18,39,2
1,0,0,1,1,3,4,1,7,11,18,80,5,44,1
1,0,0,1,1,3,4,1,7,11,18,80,18,36,2
1,0,0,1,1,3,4,1,7,12,18,76,5,42,1
1,0,0,1,1,3,4,1,7,12,18,76,18,34,2
1,0,0,1,1,3,4,1,7,13,21,86,5,42,1
1,0,0,1,1,3,4,1,7,13,21,86,21,44,2
1,0,0,1,1,3,4,1,7,14,21,86,5,43,1
1,0,0,1,1,3,4,1,7,14,21,86,21,43,2
1,0,0,1,1,3,4,1,7,15,18,79,5,41,1
1,0,0,1,1,3,4,1,7,15,18,79,18,38,2
1,0,0,1,1,4,2,0,3,1,11,166,2,49,1
1,0,0,1,1,4,2,0,3,1,11,166,5,51,2
1,0,0,1,1,4,2,0,3,1,11,166,11,66,3
1,0,0,1,1,4,2,0,3,2,8,156,2,48,1
1,0,0,1,1,4,2,0,3,2,8,156,4,32,2
1,0,0,1,1,4,2,0,3,2,8,156,8,76,3
1,0,0,1,1,4,2,0,3,3,10,163,2,46,1
1,0,0,1,1,4,2,0,3,3,10,163,5,48,2
1,0,0,1,1,4,2,0,3,3,10,163,10,69,3
1,0,0,1,1,4,2,0,3,4,9,171,2,49,1
1,0,0,1,1,4,2,0,3,4,9,171,4,29,2
1,0,0,1,1,4,2,0,3,4,9,171,9,93,3
1,0,0,1,1,4,2,0,3,5,9,167,2,45,1
1,0,0,1,1,4,2,0,3,5,9,167,4,30,2
1,0,0,1,1,4,2,0,3,5,9,167,9,92,3
1,0,0,1,1,4,2,0,3,6,11,163,2,49,1
1,0,0,1,1,4,2,0,3,6,11,163,5,49,2
1,0,0,1,1,4,2,0,3,6,11,163,11,65,3
1,0,0,1,1,4,2,0,3,7,11,165,2,49,1
1,0,0,1,1,4,2,0,3,7,11,165,5,49,2
1,0,0,1,1,4,2,0,3,7,11,165,11,67,3
1,0,0,1,1,4,2,0,3,8,11,162,2,46,1
1,0,0,1,1,4,2,0,3,8,11,162,5,51,2
1,0,0,1,1,4,2,0,3,8,11,162,11,65,3
1,0,0,1,1,4,2,0,3,9,11,164,2,43,1
1,0,0,1,1,4,2,0,3,9,11,164,5,55,2
1,0,0,1,1,4,2,0,3,9,11,164,11,66,3
1,0,0,1,1,4,2,0,3,10,9,162,2,47,1
1,0,0,1,1,4,2,0,3,10,9,162,4,26,2
1,0,0,1,1,4,2,0,3,10,9,162,9,89,3
1,0,0,1,1,4,2,0,3,11,10,169,2,47,1
1,0,0,1,1,4,2,0,3,11,10,169,5,56,2
1,0,0,1,1,4,2,0,3,11,10,169,10,66,3
1,0,0,1,1,4,2,0,3,12,9,170,2,48,1
1,0,0,1,1,4,2,0,3,12,9,170,4,30,2
1,0,0,1,1,4,2,0,3,12,9,170,9,92,3
1,0,0,1,1,4,2,0,3,13,10,164,2,47,1
1,0,0,1,1,4,2,0,3,13,10,164,5,51,2
1,0,0,1,1,4,2,0,3,13,10,164,10,66,3
1,0,0,1,1,4,2,0,3,14,11,162,2,45,1
1,0,0,1,1,4,2,0,3,14,11,162,5,51,2
1,0,0,1,1,4,2,0,3,14,11,162,11,66,3
1,0,0,1,1,4,2,0,3,15,10,167,2,51,1
1,0,0,1,1,4,2,0,3,15,10,167,5,51,2
1,0,0,1,1,4,2,0,3,15,10,167,10,65,3
1,0,0,1,1,4,2,1,3,1,8,153,2,53,1
1,0,0,1,1,4,2,1,3,1,8,153,4,52,2
1,0,0,1,1,4,2,1,3,1,8,153,8,48,3
1,0,0,1,1,4,2,1,3,2,9,157,2,59,1
1,0,0,1,1,4,2,1,3,2,9,157,4,54,2
1,0,0,1,1,4,2,1,3,2,9,157,9,44,3
1,0,0,1,1,4,2,1,3,3,11,146,2,55,1
1,0,0,1,1,4,2,1,3,3,11,146,5,48,2
1,0,0,1,1,4,2,1,3,3,11,146,11,43,3
1,0,0,1,1,4,2,1,3,4,10,144,2,58,1
1,0,0,1,1,4,2,1,3,4,10,144,5,46,2
1,0,0,1,1,4,2,1,3,4,10,144,10,40,3
1,0,0,1,1,4,2,1,3,5,10,147,2,60,1
1,0,0,1,1,4,2,1,3,5,10,147,5,49,2
1,0,0,1,1,4,2,1,3,5,10,147,10,38,3
1,0,0,1,1,4,2,1,3,6,10,151,2,60,1
1,0,0,1,1,4,2,1,3,6,10,151,5,49,2
1,0,0,1,1,4,2,1,3,6,10,151,10,42,3
1,0,0,1,1,4,2,1,3,7,11,152,2,56,1
1,0,0,1,1,4,2,1,3,7,11,152,5,51,2
1,0,0,1,1,4,2,1,3,7,11,152,11,45,3
1,0,0,1,1,4,2,1,3,8,11,148,2,56,1
1,0,0,1,1,4,2,1,3,8,11,148,5,48,2
1,0,0,1,1,4,2,1,3,8,11,148,11,44,3
1,0,0,1,1,4,2,1,3,9,11,151,2,58,1
1,0,0,1,1,4,2,1,3,9,11,151,5,49,2
1,0,0,1,1,4,2,1,3,9,11,151,11,44,3
1,0,0,1,1,4,2,1,3,10,10,148,2,58,1
1,0,0,1,1,4,2,1,3,10,10,148,5,51,2
1,0,0,1,1,4,2,1,3,10,10,148,10,39,3
1,0,0,1,1,4,2,1,3,11,10,142,2,56,1
1,0,0,1,1,4,2,1,3,11,10,142,5,47,2
1,0,0,1,1,4,2,1,3,11,10,142,10,39,3
1,0,0,1,1,4,2,1,3,12,8,163,2,57,1
1,0,0,1,1,4,2,1,3,12,8,163,4,52,2
1,0,0,1,1,4,2,1,3,12,8,163,8,54,3
1,0,0,1,1,4,2,1,3,13,11,152,2,59,1
1,0,0,1,1,4,2,1,3,13,11,152,5,48,2
1,0,0,1,1,4,2,1,3,13,11,152,11,45,3
1,0,0,1,1,4,2,1,3,14,9,153,2,57,1
1,0,0,1,1,4,2,1,3,14,9,153,4,52,2
1,0,0,1,1,4,2,1,3,14,9,153,9,44,3
1,0,0,1,1,4,2,1,3,15,9,162,2,63,1
1,0,0,1,1,4,2,1,3,15,9,162,4,55,2
1,0,0,1,1,4,2,1,3,15,9,162,9,44,3
1,0,0,1,1,4,3,0,9,1,33,131,4,51,1
1,0,0,1,1,4,3,0,9,1,33,131,11,75,2
1,0,0,1,1,4,3,0,9,1,33,131,33,5,3
1,0,0,1,1,4,3,0,9,2,36,156,4,51,1
1,0,0,1,1,4,3,0,9,2,36,156,12,51,2
1,0,0,1,1,4,3,0,9,2,36,156,36,54,3
1,0,0,1,1,4,3,0,9,3,38,128,4,52,1
1,0,0,1,1,4,3,0,9,3,38,128,13,43,2
1,0,0,1,1,4,3,0,9,3,38,128,38,33,3
1,0,0,1,1,4,3,0,9,4,33,137,4,53,1
1,0,0,1,1,4,3,0,9,4,33,137,11,76,2
1,0,0,1,1,4,3,0,9,4,33,137,33,8,3
1,0,0,1,1,4,3,0,9,5,40,140,4,52,1
1,0,0,1,1,4,3,0,9,5,40,140,13,39,2
1,0,0,1,1,4,3,0,9,5,40,140,40,49,3
1,0,0,1,1,4,3,0,9,6,34,141,4,54,1
1,0,0,1,1,4,3,0,9,6,34,141,11,77,2
1,0,0,1,1,4,3,0,9,6,34,141,34,10,3
1,0,0,1,1,4,3,0,9,7,38,128,4,54,1
1,0,0,1,1,4,3,0,9,7,38,128,13,42,2
1,0,0,1,1,4,3,0,9,7,38,128,38,32,3
1,0,0,1,1,4,3,0,9,8,39,134,4,51,1
1,0,0,1,1,4,3,0,9,8,39,134,13,41,2
1,0,0,1,1,4,3,0,9,8,39,134,39,42,3
1,0,0,1,1,4,3,0,9,9,35,136,4,55,1
1,0,0,1,1,4,3,0,9,9,35,136,12,51,2
1,0,0,1,1,4,3,0,9,9,35,136,35,30,3
1,0,0,1,1,4,3,0,9,10,35,133,4,51,1
1,0,0,1,1,4,3,0,9,10,35,133,12,53,2
1,0,0,1,1,4,3,0,9,10,35,133,35,29,3
1,0,0,1,1,4,3,0,9,11,34,132,4,54,1
1,0,0,1,1,4,3,0,9,11,34,132,11,73,2
1,0,0,1,1,4,3,0,9,11,34,132,34,5,3
1,0,0,1,1,4,3,0,9,12,38,133,4,56,1
1,0,0,1,1,4,3,0,9,12,38,133,13,45,2
1,0,0,1,1,4,3,0,9,12,38,133,38,32,3
1,0,0,1,1,4,3,0,9,13,34,137,4,55,1
1,0,0,1,1,4,3,0,9,13,34,137,11,75,2
1,0,0,1,1,4,3,0,9,13,34,137,34,7,3
1,0,0,1,1,4,3,0,9,14,32,133,4,53,1
1,0,0,1,1,4,3,0,9,14,32,133,11,75,2
1,0,0,1,1,4,3,0,9,14,32,133,32,5,3
1,0,0,1,1,4,3,0,9,15,40,144,4,52,1
1,0,0,1,1,4,3,0,9,15,40,144,13,42,2
1,0,0,1,1,4,3,0,9,15,40,144,40,50,3
1,0,0,1,1,4,3,1,1,1,18,187,2,59,1
1,0,0,1,1,4,3,1,1,1,18,187,6,65,2
1,0,0,1,1,4,3,1,1,1,18,187,18,63,3
1,0,0,1,1,4,3,1,1,2,18,189,2,65,1
1,0,0,1,1,4,3,1,1,2,18,189,6,62,2
1,0,0,1,1,4,3,1,1,2,18,189,18,62,3
1,0,0,1,1,4,3,1,1,3,19,187,2,61,1
1,0,0,1,1,4,3,1,1,3,19,187,6,62,2
1,0,0,1,1,4,3,1,1,3,19,187,19,64,3
1,0,0,1,1,4,3,1,1,4,14,190,2,60,1
1,0,0,1,1,4,3,1,1,4,14,190,5,64,2
1,0,0,1,1,4,3,1,1,4,14,190,14,66,3
1,0,0,1,1,4,3,1,1,5,20,154,2,60,1
1,0,0,1,1,4,3,1,1,5,20,154,7,50,2
1,0,0,1,1,4,3,1,1,5,20,154,20,44,3
1,0,0,1,1,4,3,1,1,6,20,150,2,59,1
1,0,0,1,1,4,3,1,1,6,20,150,7,49,2
1,0,0,1,1,4,3,1,1,6,20,150,20,42,3
1,0,0,1,1,4,3,1,1,7,17,182,2,59,1
1,0,0,1,1,4,3,1,1,7,17,182,6,64,2
1,0,0,1,1,4,3,1,1,7,17,182,17,59,3
1,0,0,1,1,4,3,1,1,8,22,154,2,62,1
1,0,0,1,1,4,3,1,1,8,22,154,7,47,2
1,0,0,1,1,4,3,1,1,8,22,154,22,45,3
1,0,0,1,1,4,3,1,1,9,18,181,2,58,1
1,0,0,1,1,4,3,1,1,9,18,181,6,61,2
1,0,0,1,1,4,3,1,1,9,18,181,18,62,3
1,0,0,1,1,4,3,1,1,10,19,182,2,59,1
1,0,0,1,1,4,3,1,1,10,19,182,6,62,2
1,0,0,1,1,4,3,1,1,10,19,182,19,61,3
1,0,0,1,1,4,3,1,1,11,21,147,2,58,1
1,0,0,1,1,4,3,1,1,11,21,147,7,50,2
1,0,0,1,1,4,3,1,1,11,21,147,21,39,3
1,0,0,1,1,4,3,1,1,12,22,153,2,58,1
1,0,0,1,1,4,3,1,1,12,22,153,7,50,2
1,0,0,1,1,4,3,1,1,12,22,153,22,45,3
1,0,0,1,1,4,3,1,1,13,20,147,2,59,1
1,0,0,1,1,4,3,1,1,13,20,147,7,48,2
1,0,0,1,1,4,3,1,1,13,20,147,20,40,3
1,0,0,1,1,4,3,1,1,14,16,176,2,62,1
1,0,0,1,1,4,3,1,1,14,16,176,5,61,2
1,0,0,1,1,4,3,1,1,14,16,176,16,53,3
1,0,0,1,1,4,3,1,1,15,20,146,2,59,1
1,0,0,1,1,4,3,1,1,15,20,146,7,48,2
1,0,0,1,1,4,3,1,1,15,20,146,20,39,3
1,0,0,1,1,4,4,0,2,1,70,147,5,72,1
1,0,0,1,1,4,4,0,2,1,70,147,18,49,2
1,0,0,1,1,4,4,0,2,1,70,147,70,26,3
1,0,0,1,1,4,4,0,2,2,72,187,5,72,1
1,0,0,1,1,4,4,0,2,2,72,187,18,50,2
1,0,0,1,1,4,4,0,2,2,72,187,72,65,3
1,0,0,1,1,4,4,0,2,3,72,180,5,68,1
1,0,0,1,1,4,4,0,2,3,72,180,18,49,2
1,0,0,1,1,4,4,0,2,3,72,180,72,63,3
1,0,0,1,1,4,4,0,2,4,84,171,5,73,1
1,0,0,1,1,4,4,0,2,4,84,171,21,57,2
1,0,0,1,1,4,4,0,2,4,84,171,84,41,3
1,0,0,1,1,4,4,0,2,5,84,172,5,70,1
