"subjID","beta","H","B","A","v","walk_no","path_leaf","reward","node","node_reward","step_no"
1,0.4,2,4,1,2,14,5,42,5,42,1
1,0.4,2,4,1,2,15,4,49,4,49,1
1,0.4,3,2,0,8,1,6,96,3,47,1
1,0.4,3,2,0,8,1,6,96,6,49,2
1,0.4,3,2,0,8,2,5,112,2,53,1
1,0.4,3,2,0,8,2,5,112,5,59,2
1,0.4,3,2,0,8,3,5,110,2,53,1
1,0.4,3,2,0,8,3,5,110,5,57,2
1,0.4,3,2,0,8,4,5,108,2,54,1
1,0.4,3,2,0,8,4,5,108,5,54,2
1,0.4,3,2,0,8,5,5,115,2,56,1
1,0.4,3,2,0,8,5,5,115,5,59,2
1,0.4,3,2,0,8,6,5,115,2,55,1
1,0.4,3,2,0,8,6,5,115,5,60,2
1,0.4,3,2,0,8,7,5,110,2,52,1
1,0.4,3,2,0,8,7,5,110,5,58,2
1,0.4,3,2,0,8,8,5,115,2,54,1
1,0.4,3,2,0,8,8,5,115,5,61,2
1,0.4,3,2,0,8,9,5,111,2,52,1
1,0.4,3,2,0,8,9,5,111,5,59,2
1,0.4,3,2,0,8,10,5,116,2,56,1
1,0.4,3,2,0,8,10,5,116,5,60,2
1,0.4,3,2,0,8,11,5,119,2,55,1
1,0.4,3,2,0,8,11,5,119,5,64,2
1,0.4,3,2,0,8,12,5,112,2,50,1
1,0.4,3,2,0,8,12,5,112,5,62,2
1,0.4,3,2,0,8,13,5,115,2,55,1
1,0.4,3,2,0,8,13,5,115,5,60,2
1,0.4,3,2,0,8,14,5,114,2,53,1
1,0.4,3,2,0,8,14,5,114,5,61,2
1,0.4,3,2,0,8,15,5,116,2,56,1
1,0.4,3,2,0,8,15,5,116,5,60,2
1,0.4,3,2,1,3,1,6,126,3,67,1
1,0.4,3,2,1,3,1,6,126,6,59,2
1,0.4,3,2,1,3,2,6,125,3,68,1
1,0.4,3,2,1,3,2,6,125,6,57,2
1,0.4,3,2,1,3,3,6,126,3,68,1
1,0.4,3,2,1,3,3,6,126,6,58,2
1,0.4,3,2,1,3,4,6,128,3,70,1
1,0.4,3,2,1,3,4,6,128,6,58,2
1,0.4,3,2,1,3,5,6,121,3,65,1
1,0.4,3,2,1,3,5,6,121,6,56,2
1,0.4,3,2,1,3,6,7,136,3,67,1
1,0.4,3,2,1,3,6,7,136,7,69,2
1,0.4,3,2,1,3,7,7,135,3,67,1
1,0.4,3,2,1,3,7,7,135,7,68,2
1,0.4,3,2,1,3,8,7,141,3,68,1
1,0.4,3,2,1,3,8,7,141,7,73,2
1,0.4,3,2,1,3,9,7,131,3,64,1
1,0.4,3,2,1,3,9,7,131,7,67,2
1,0.4,3,2,1,3,10,7,131,3,65,1
1,0.4,3,2,1,3,10,7,131,7,66,2
1,0.4,3,2,1,3,11,7,138,3,68,1
1,0.4,3,2,1,3,11,7,138,7,70,2
1,0.4,3,2,1,3,12,7,141,3,70,1
1,0.4,3,2,1,3,12,7,141,7,71,2
1,0.4,3,2,1,3,13,7,136,3,67,1
1,0.4,3,2,1,3,13,7,136,7,69,2
1,0.4,3,2,1,3,14,7,135,3,64,1
1,0.4,3,2,1,3,14,7,135,7,71,2
1,0.4,3,2,1,3,15,7,140,3,69,1
1,0.4,3,2,1,3,15,7,140,7,71,2
1,0.4,3,3,0,9,1,7,74,2,59,1
1,0.4,3,3,0,9,1,7,74,7,15,2
1,0.4,3,3,0,9,2,5,100,2,54,1
1,0.4,3,3,0,9,2,5,100,5,46,2
1,0.4,3,3,0,9,3,6,70,2,59,1
1,0.4,3,3,0,9,3,6,70,6,11,2
1,0.4,3,3,0,9,4,5,108,2,57,1
1,0.4,3,3,0,9,4,5,108,5,51,2
1,0.4,3,3,0,9,5,5,106,2,57,1
1,0.4,3,3,0,9,5,5,106,5,49,2
1,0.4,3,3,0,9,6,5,107,2,56,1
1,0.4,3,3,0,9,6,5,107,5,51,2
1,0.4,3,3,0,9,7,5,104,2,57,1
1,0.4,3,3,0,9,7,5,104,5,47,2
1,0.4,3,3,0,9,8,5,109,2,61,1
1,0.4,3,3,0,9,8,5,109,5,48,2
1,0.4,3,3,0,9,9,5,105,2,57,1
1,0.4,3,3,0,9,9,5,105,5,48,2
1,0.4,3,3,0,9,10,5,107,2,60,1
1,0.4,3,3,0,9,10,5,107,5,47,2
1,0.4,3,3,0,9,11,5,108,2,62,1
1,0.4,3,3,0,9,11,5,108,5,46,2
1,0.4,3,3,0,9,12,5,109,2,60,1
1,0.4,3,3,0,9,12,5,109,5,49,2
1,0.4,3,3,0,9,13,5,101,2,56,1
1,0.4,3,3,0,9,13,5,101,5,45,2
1,0.4,3,3,0,9,14,5,105,2,57,1
1,0.4,3,3,0,9,14,5,105,5,48,2
1,0.4,3,3,0,9,15,5,104,2,54,1
1,0.4,3,3,0,9,15,5,104,5,50,2
1,0.4,3,3,1,8,1,5,99,2,43,1
1,0.4,3,3,1,8,1,5,99,5,56,2
1,0.4,3,3,1,8,2,5,110,2,49,1
1,0.4,3,3,1,8,2,5,110,5,61,2
1,0.4,3,3,1,8,3,5,106,2,49,1
1,0.4,3,3,1,8,3,5,106,5,57,2
1,0.4,3,3,1,8,4,5,109,2,50,1
1,0.4,3,3,1,8,4,5,109,5,59,2
1,0.4,3,3,1,8,5,5,105,2,48,1
1,0.4,3,3,1,8,5,5,105,5,57,2
1,0.4,3,3,1,8,6,5,103,2,44,1
1,0.4,3,3,1,8,6,5,103,5,59,2
1,0.4,3,3,1,8,7,5,110,2,50,1
1,0.4,3,3,1,8,7,5,110,5,60,2
1,0.4,3,3,1,8,8,5,106,2,49,1
1,0.4,3,3,1,8,8,5,106,5,57,2
1,0.4,3,3,1,8,9,5,111,2,48,1
1,0.4,3,3,1,8,9,5,111,5,63,2
1,0.4,3,3,1,8,10,5,110,2,51,1
1,0.4,3,3,1,8,10,5,110,5,59,2
1,0.4,3,3,1,8,11,5,108,2,46,1
1,0.4,3,3,1,8,11,5,108,5,62,2
1,0.4,3,3,1,8,12,5,109,2,48,1
1,0.4,3,3,1,8,12,5,109,5,61,2
1,0.4,3,3,1,8,13,5,108,2,47,1
1,0.4,3,3,1,8,13,5,108,5,61,2
1,0.4,3,3,1,8,14,5,107,2,48,1
1,0.4,3,3,1,8,14,5,107,5,59,2
1,0.4,3,3,1,8,15,5,105,2,47,1
1,0.4,3,3,1,8,15,5,105,5,58,2
1,0.4,3,4,0,9,1,13,61,3,40,1
1,0.4,3,4,0,9,1,13,61,13,21,2
1,0.4,3,4,0,9,2,6,126,2,43,1
1,0.4,3,4,0,9,2,6,126,6,83,2
1,0.4,3,4,0,9,3,6,123,2,38,1
1,0.4,3,4,0,9,3,6,123,6,85,2
1,0.4,3,4,0,9,4,6,118,2,37,1
1,0.4,3,4,0,9,4,6,118,6,81,2
1,0.4,3,4,0,9,5,6,127,2,43,1
1,0.4,3,4,0,9,5,6,127,6,84,2
1,0.4,3,4,0,9,6,6,118,2,37,1
1,0.4,3,4,0,9,6,6,118,6,81,2
1,0.4,3,4,0,9,7,6,124,2,41,1
1,0.4,3,4,0,9,7,6,124,6,83,2
1,0.4,3,4,0,9,8,6,122,2,39,1
1,0.4,3,4,0,9,8,6,122,6,83,2
1,0.4,3,4,0,9,9,6,117,2,37,1
1,0.4,3,4,0,9,9,6,117,6,80,2
1,0.4,3,4,0,9,10,6,123,2,41,1
1,0.4,3,4,0,9,10,6,123,6,82,2
1,0.4,3,4,0,9,11,6,120,2,38,1
1,0.4,3,4,0,9,11,6,120,6,82,2
1,0.4,3,4,0,9,12,6,119,2,40,1
1,0.4,3,4,0,9,12,6,119,6,79,2
1,0.4,3,4,0,9,13,6,120,2,40,1
1,0.4,3,4,0,9,13,6,120,6,80,2
1,0.4,3,4,0,9,14,6,124,2,40,1
1,0.4,3,4,0,9,14,6,124,6,84,2
1,0.4,3,4,0,9,15,6,123,2,39,1
1,0.4,3,4,0,9,15,6,123,6,84,2
1,0.4,3,4,1,5,1,7,119,2,57,1
1,0.4,3,4,1,5,1,7,119,7,62,2
1,0.4,3,4,1,5,2,6,125,2,60,1
1,0.4,3,4,1,5,2,6,125,6,65,2
1,0.4,3,4,1,5,3,6,128,2,64,1
1,0.4,3,4,1,5,3,6,128,6,64,2
1,0.4,3,4,1,5,4,6,122,2,59,1
1,0.4,3,4,1,5,4,6,122,6,63,2
1,0.4,3,4,1,5,5,6,127,2,61,1
1,0.4,3,4,1,5,5,6,127,6,66,2
1,0.4,3,4,1,5,6,6,125,2,62,1
1,0.4,3,4,1,5,6,6,125,6,63,2
1,0.4,3,4,1,5,7,6,124,2,62,1
1,0.4,3,4,1,5,7,6,124,6,62,2
1,0.4,3,4,1,5,8,6,119,2,59,1
1,0.4,3,4,1,5,8,6,119,6,60,2
1,0.4,3,4,1,5,9,6,123,2,62,1
1,0.4,3,4,1,5,9,6,123,6,61,2
1,0.4,3,4,1,5,10,6,126,2,63,1
1,0.4,3,4,1,5,10,6,126,6,63,2
1,0.4,3,4,1,5,11,6,120,2,57,1
1,0.4,3,4,1,5,11,6,120,6,63,2
1,0.4,3,4,1,5,12,6,124,2,62,1
1,0.4,3,4,1,5,12,6,124,6,62,2
1,0.4,3,4,1,5,13,6,126,2,61,1
1,0.4,3,4,1,5,13,6,126,6,65,2
1,0.4,3,4,1,5,14,6,123,2,64,1
1,0.4,3,4,1,5,14,6,123,6,59,2
1,0.4,3,4,1,5,15,6,127,2,60,1
1,0.4,3,4,1,5,15,6,127,6,67,2
1,0.4,4,2,0,3,1,12,147,3,36,1
1,0.4,4,2,0,3,1,12,147,6,60,2
1,0.4,4,2,0,3,1,12,147,12,51,3
1,0.4,4,2,0,3,2,11,166,2,46,1
1,0.4,4,2,0,3,2,11,166,5,53,2
1,0.4,4,2,0,3,2,11,166,11,67,3
1,0.4,4,2,0,3,3,11,165,2,47,1
1,0.4,4,2,0,3,3,11,165,5,50,2
1,0.4,4,2,0,3,3,11,165,11,68,3
1,0.4,4,2,0,3,4,11,165,2,49,1
1,0.4,4,2,0,3,4,11,165,5,54,2
1,0.4,4,2,0,3,4,11,165,11,62,3
1,0.4,4,2,0,3,5,11,170,2,50,1
1,0.4,4,2,0,3,5,11,170,5,54,2
1,0.4,4,2,0,3,5,11,170,11,66,3
1,0.4,4,2,0,3,6,11,161,2,47,1
1,0.4,4,2,0,3,6,11,161,5,47,2
1,0.4,4,2,0,3,6,11,161,11,67,3
1,0.4,4,2,0,3,7,11,160,2,47,1
1,0.4,4,2,0,3,7,11,160,5,49,2
1,0.4,4,2,0,3,7,11,160,11,64,3
1,0.4,4,2,0,3,8,11,168,2,48,1
1,0.4,4,2,0,3,8,11,168,5,51,2
1,0.4,4,2,0,3,8,11,168,11,69,3
1,0.4,4,2,0,3,9,11,161,2,45,1
1,0.4,4,2,0,3,9,11,161,5,51,2
1,0.4,4,2,0,3,9,11,161,11,65,3
1,0.4,4,2,0,3,10,11,163,2,46,1
1,0.4,4,2,0,3,10,11,163,5,51,2
1,0.4,4,2,0,3,10,11,163,11,66,3
1,0.4,4,2,0,3,11,11,163,2,45,1
1,0.4,4,2,0,3,11,11,163,5,52,2
1,0.4,4,2,0,3,11,11,163,11,66,3
1,0.4,4,2,0,3,12,11,162,2,47,1
1,0.4,4,2,0,3,12,11,162,5,49,2
1,0.4,4,2,0,3,12,11,162,11,66,3
1,0.4,4,2,0,3,13,11,162,2,45,1
1,0.4,4,2,0,3,13,11,162,5,52,2
1,0.4,4,2,0,3,13,11,162,11,65,3
1,0.4,4,2,0,3,14,11,162,2,43,1
1,0.4,4,2,0,3,14,11,162,5,53,2
1,0.4,4,2,0,3,14,11,162,11,66,3
1,0.4,4,2,0,3,15,11,165,2,48,1
1,0.4,4,2,0,3,15,11,165,5,52,2
1,0.4,4,2,0,3,15,11,165,11,65,3
1,0.4,4,2,1,2,1,15,125,3,39,1
1,0.4,4,2,1,2,1,15,125,7,45,2
1,0.4,4,2,1,2,1,15,125,15,41,3
1,0.4,4,2,1,2,2,11,160,2,44,1
1,0.4,4,2,1,2,2,11,160,5,57,2
1,0.4,4,2,1,2,2,11,160,11,59,3
1,0.4,4,2,1,2,3,10,146,2,45,1
1,0.4,4,2,1,2,3,10,146,5,56,2
1,0.4,4,2,1,2,3,10,146,10,45,3
1,0.4,4,2,1,2,4,11,153,2,42,1
1,0.4,4,2,1,2,4,11,153,5,54,2
1,0.4,4,2,1,2,4,11,153,11,57,3
1,0.4,4,2,1,2,5,10,143,2,44,1
1,0.4,4,2,1,2,5,10,143,5,52,2
1,0.4,4,2,1,2,5,10,143,10,47,3
1,0.4,4,2,1,2,6,11,161,2,48,1
1,0.4,4,2,1,2,6,11,161,5,53,2
1,0.4,4,2,1,2,6,11,161,11,60,3
1,0.4,4,2,1,2,7,11,161,2,48,1
1,0.4,4,2,1,2,7,11,161,5,54,2
1,0.4,4,2,1,2,7,11,161,11,59,3
1,0.4,4,2,1,2,8,11,165,2,51,1
1,0.4,4,2,1,2,8,11,165,5,53,2
1,0.4,4,2,1,2,8,11,165,11,61,3
1,0.4,4,2,1,2,9,11,160,2,46,1
1,0.4,4,2,1,2,9,11,160,5,55,2
1,0.4,4,2,1,2,9,11,160,11,59,3
1,0.4,4,2,1,2,10,11,160,2,48,1
1,0.4,4,2,1,2,10,11,160,5,53,2
1,0.4,4,2,1,2,10,11,160,11,59,3
1,0.4,4,2,1,2,11,11,160,2,45,1
1,0.4,4,2,1,2,11,11,160,5,53,2
1,0.4,4,2,1,2,11,11,160,11,62,3
1,0.4,4,2,1,2,12,11,160,2,49,1
1,0.4,4,2,1,2,12,11,160,5,55,2
1,0.4,4,2,1,2,12,11,160,11,56,3
1,0.4,4,2,1,2,13,11,166,2,48,1
1,0.4,4,2,1,2,13,11,166,5,55,2
1,0.4,4,2,1,2,13,11,166,11,63,3
1,0.4,4,2,1,2,14,11,164,2,46,1
1,0.4,4,2,1,2,14,11,164,5,55,2
1,0.4,4,2,1,2,14,11,164,11,63,3
1,0.4,4,2,1,2,15,11,161,2,47,1
1,0.4,4,2,1,2,15,11,161,5,52,2
1,0.4,4,2,1,2,15,11,161,11,62,3
1,0.4,4,3,0,2,1,14,148,2,47,1
1,0.4,4,3,0,2,1,14,148,5,47,2
1,0.4,4,3,0,2,1,14,148,14,54,3
1,0.4,4,3,0,2,2,38,159,4,45,1
1,0.4,4,3,0,2,2,38,159,13,40,2
1,0.4,4,3,0,2,2,38,159,38,74,3
1,0.4,4,3,0,2,3,38,161,4,45,1
1,0.4,4,3,0,2,3,38,161,13,40,2
1,0.4,4,3,0,2,3,38,161,38,76,3
1,0.4,4,3,0,2,4,38,160,4,46,1
1,0.4,4,3,0,2,4,38,160,13,40,2
1,0.4,4,3,0,2,4,38,160,38,74,3
1,0.4,4,3,0,2,5,38,153,4,47,1
1,0.4,4,3,0,2,5,38,153,13,34,2
1,0.4,4,3,0,2,5,38,153,38,72,3
1,0.4,4,3,0,2,6,38,153,4,41,1
1,0.4,4,3,0,2,6,38,153,13,38,2
1,0.4,4,3,0,2,6,38,153,38,74,3
1,0.4,4,3,0,2,7,38,156,4,45,1
1,0.4,4,3,0,2,7,38,156,13,37,2
1,0.4,4,3,0,2,7,38,156,38,74,3
1,0.4,4,3,0,2,8,38,156,4,45,1
1,0.4,4,3,0,2,8,38,156,13,38,2
1,0.4,4,3,0,2,8,38,156,38,73,3
1,0.4,4,3,0,2,9,38,155,4,44,1
1,0.4,4,3,0,2,9,38,155,13,39,2
1,0.4,4,3,0,2,9,38,155,38,72,3
1,0.4,4,3,0,2,10,38,158,4,49,1
1,0.4,4,3,0,2,10,38,158,13,37,2
1,0.4,4,3,0,2,10,38,158,38,72,3
1,0.4,4,3,0,2,11,38,157,4,46,1
1,0.4,4,3,0,2,11,38,157,13,39,2
1,0.4,4,3,0,2,11,38,157,38,72,3
1,0.4,4,3,0,2,12,38,145,4,42,1
1,0.4,4,3,0,2,12,38,145,13,35,2
1,0.4,4,3,0,2,12,38,145,38,68,3
1,0.4,4,3,0,2,13,38,149,4,45,1
1,0.4,4,3,0,2,13,38,149,13,35,2
1,0.4,4,3,0,2,13,38,149,38,69,3
1,0.4,4,3,0,2,14,38,157,4,46,1
1,0.4,4,3,0,2,14,38,157,13,36,2
1,0.4,4,3,0,2,14,38,157,38,75,3
1,0.4,4,3,0,2,15,38,156,4,43,1
1,0.4,4,3,0,2,15,38,156,13,39,2
1,0.4,4,3,0,2,15,38,156,38,74,3
1,0.4,4,3,1,6,1,16,143,2,53,1
1,0.4,4,3,1,6,1,16,143,5,49,2
1,0.4,4,3,1,6,1,16,143,16,41,3
1,0.4,4,3,1,6,2,37,119,4,51,1
1,0.4,4,3,1,6,2,37,119,12,40,2
1,0.4,4,3,1,6,2,37,119,37,28,3
1,0.4,4,3,1,6,3,22,136,2,63,1
1,0.4,4,3,1,6,3,22,136,7,42,2
1,0.4,4,3,1,6,3,22,136,22,31,3
1,0.4,4,3,1,6,4,27,164,3,63,1
1,0.4,4,3,1,6,4,27,164,9,56,2
1,0.4,4,3,1,6,4,27,164,27,45,3
1,0.4,4,3,1,6,5,29,188,3,68,1
1,0.4,4,3,1,6,5,29,188,10,56,2
1,0.4,4,3,1,6,5,29,188,29,64,3
1,0.4,4,3,1,6,6,29,182,3,61,1
1,0.4,4,3,1,6,6,29,182,10,56,2
1,0.4,4,3,1,6,6,29,182,29,65,3
1,0.4,4,3,1,6,7,29,183,3,64,1
1,0.4,4,3,1,6,7,29,183,10,56,2
1,0.4,4,3,1,6,7,29,183,29,63,3
1,0.4,4,3,1,6,8,29,184,3,65,1
1,0.4,4,3,1,6,8,29,184,10,57,2
1,0.4,4,3,1,6,8,29,184,29,62,3
1,0.4,4,3,1,6,9,29,188,3,63,1
1,0.4,4,3,1,6,9,29,188,10,58,2
1,0.4,4,3,1,6,9,29,188,29,67,3
1,0.4,4,3,1,6,10,29,186,3,62,1
1,0.4,4,3,1,6,10,29,186,10,58,2
1,0.4,4,3,1,6,10,29,186,29,66,3
1,0.4,4,3,1,6,11,29,184,3,67,1
1,0.4,4,3,1,6,11,29,184,10,55,2
1,0.4,4,3,1,6,11,29,184,29,62,3
1,0.4,4,3,1,6,12,29,191,3,67,1
1,0.4,4,3,1,6,12,29,191,10,58,2
1,0.4,4,3,1,6,12,29,191,29,66,3
1,0.4,4,3,1,6,13,29,181,3,61,1
1,0.4,4,3,1,6,13,29,181,10,53,2
1,0.4,4,3,1,6,13,29,181,29,67,3
1,0.4,4,3,1,6,14,29,188,3,67,1
1,0.4,4,3,1,6,14,29,188,10,56,2
1,0.4,4,3,1,6,14,29,188,29,65,3
1,0.4,4,3,1,6,15,29,183,3,62,1
1,0.4,4,3,1,6,15,29,183,10,58,2
1,0.4,4,3,1,6,15,29,183,29,63,3
1,0.4,4,4,0,8,1,23,151,2,60,1
1,0.4,4,4,0,8,1,23,151,6,48,2
1,0.4,4,4,0,8,1,23,151,23,43,3
1,0.4,4,4,0,8,2,34,121,2,58,1
1,0.4,4,4,0,8,2,34,121,9,52,2
1,0.4,4,4,0,8,2,34,121,34,11,3
1,0.4,4,4,0,8,3,35,123,2,59,1
1,0.4,4,4,0,8,3,35,123,9,57,2
1,0.4,4,4,0,8,3,35,123,35,7,3
1,0.4,4,4,0,8,4,36,146,2,58,1
1,0.4,4,4,0,8,4,36,146,9,55,2
1,0.4,4,4,0,8,4,36,146,36,33,3
1,0.4,4,4,0,8,5,37,128,2,58,1
1,0.4,4,4,0,8,5,37,128,9,58,2
1,0.4,4,4,0,8,5,37,128,37,12,3
1,0.4,4,4,0,8,6,30,171,2,61,1
1,0.4,4,4,0,8,6,30,171,8,39,2
1,0.4,4,4,0,8,6,30,171,30,71,3
1,0.4,4,4,0,8,7,30,170,2,56,1
1,0.4,4,4,0,8,7,30,170,8,41,2
1,0.4,4,4,0,8,7,30,170,30,73,3
1,0.4,4,4,0,8,8,30,175,2,60,1
1,0.4,4,4,0,8,8,30,175,8,42,2
1,0.4,4,4,0,8,8,30,175,30,73,3
1,0.4,4,4,0,8,9,30,165,2,59,1
1,0.4,4,4,0,8,9,30,165,8,38,2
1,0.4,4,4,0,8,9,30,165,30,68,3
1,0.4,4,4,0,8,10,30,169,2,56,1
1,0.4,4,4,0,8,10,30,169,8,41,2
1,0.4,4,4,0,8,10,30,169,30,72,3
1,0.4,4,4,0,8,11,30,171,2,61,1
1,0.4,4,4,0,8,11,30,171,8,39,2
1,0.4,4,4,0,8,11,30,171,30,71,3
1,0.4,4,4,0,8,12,30,169,2,60,1
1,0.4,4,4,0,8,12,30,169,8,39,2
1,0.4,4,4,0,8,12,30,169,30,70,3
1,0.4,4,4,0,8,13,30,172,2,62,1
1,0.4,4,4,0,8,13,30,172,8,38,2
1,0.4,4,4,0,8,13,30,172,30,72,3
1,0.4,4,4,0,8,14,30,174,2,61,1
1,0.4,4,4,0,8,14,30,174,8,40,2
1,0.4,4,4,0,8,14,30,174,30,73,3
1,0.4,4,4,0,8,15,30,174,2,60,1
1,0.4,4,4,0,8,15,30,174,8,41,2
1,0.4,4,4,0,8,15,30,174,30,73,3
1,0.4,4,4,1,8,1,74,121,5,47,1
1,0.4,4,4,1,8,1,74,121,19,41,2
1,0.4,4,4,1,8,1,74,121,74,33,3
1,0.4,4,4,1,8,2,47,145,3,51,1
1,0.4,4,4,1,8,2,47,145,12,52,2
1,0.4,4,4,1,8,2,47,145,47,42,3
1,0.4,4,4,1,8,3,26,173,2,57,1
1,0.4,4,4,1,8,3,26,173,7,58,2
1,0.4,4,4,1,8,3,26,173,26,58,3
1,0.4,4,4,1,8,4,26,171,2,55,1
1,0.4,4,4,1,8,4,26,171,7,58,2
1,0.4,4,4,1,8,4,26,171,26,58,3
1,0.4,4,4,1,8,5,26,166,2,54,1
1,0.4,4,4,1,8,5,26,166,7,54,2
1,0.4,4,4,1,8,5,26,166,26,58,3
1,0.4,4,4,1,8,6,26,168,2,55,1
1,0.4,4,4,1,8,6,26,168,7,54,2
1,0.4,4,4,1,8,6,26,168,26,59,3
1,0.4,4,4,1,8,7,26,170,2,56,1
1,0.4,4,4,1,8,7,26,170,7,59,2
1,0.4,4,4,1,8,7,26,170,26,55,3
1,0.4,4,4,1,8,8,26,175,2,57,1
1,0.4,4,4,1,8,8,26,175,7,60,2
1,0.4,4,4,1,8,8,26,175,26,58,3
1,0.4,4,4,1,8,9,26,172,2,56,1
1,0.4,4,4,1,8,9,26,172,7,57,2
1,0.4,4,4,1,8,9,26,172,26,59,3
1,0.4,4,4,1,8,10,26,169,2,57,1
1,0.4,4,4,1,8,10,26,169,7,55,2
1,0.4,4,4,1,8,10,26,169,26,57,3
1,0.4,4,4,1,8,11,26,174,2,57,1
1,0.4,4,4,1,8,11,26,174,7,57,2
1,0.4,4,4,1,8,11,26,174,26,60,3
1,0.4,4,4,1,8,12,26,170,2,57,1
1,0.4,4,4,1,8,12,26,170,7,57,2
1,0.4,4,4,1,8,12,26,170,26,56,3
1,0.4,4,4,1,8,13,26,166,2,54,1
1,0.4,4,4,1,8,13,26,166,7,56,2
1,0.4,4,4,1,8,13,26,166,26,56,3
1,0.4,4,4,1,8,14,26,172,2,55,1
