"subjID","H","B","A","v","walk_no","path_leaf","reward","path_dist","mean","median","sd","best_leaf","best_reward","worst_leaf","worst_reward"
2,4,2,0,6,7,9,182,1,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,8,10,156,2,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,9,13,179,4,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,10,8,163,4,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,11,13,176,4,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,12,12,150,1,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,13,9,175,4,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,14,9,179,0,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,15,9,176,0,152,150,19.7267041632113,11,176,8,116
2,4,3,0,0,1,21,96,NA,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,2,34,113,18,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,3,40,123,6,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,4,30,119,9,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,5,36,149,9,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,6,25,138,9,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,7,38,174,9,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,8,39,127,1,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,9,27,137,9,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,10,38,169,9,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,11,19,167,18,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,12,35,156,18,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,13,37,126,2,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,14,38,172,3,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,3,0,0,15,38,175,0,126.259259259259,131,25.8391363760666,37,173,16,85
2,4,4,0,4,1,44,125,NA,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,2,78,165,32,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,3,36,161,48,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,4,64,135,32,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,5,52,147,16,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,6,79,143,32,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,7,40,158,32,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,8,33,163,16,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,9,26,131,4,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,10,30,185,4,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,11,73,154,48,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,12,33,159,48,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,13,33,170,0,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,14,41,162,16,150,149,18.883939594353,35,198,46,118
2,4,4,0,4,15,42,151,4,150,149,18.883939594353,35,198,46,118
3,2,2,0,7,1,3,67,NA,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,2,3,64,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,3,2,83,1,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,4,2,83,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,5,2,83,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,6,2,83,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,7,2,81,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,8,2,82,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,9,2,82,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,10,3,66,1,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,11,2,84,1,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,12,2,83,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,13,3,63,1,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,14,3,63,0,74,74,11.3137084989848,3,82,2,66
3,2,2,0,7,15,3,65,0,74,74,11.3137084989848,3,82,2,66
3,2,3,0,4,1,2,71,NA,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,2,2,72,0,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,3,2,72,0,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,4,2,64,0,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,5,3,69,1,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,6,3,68,0,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,7,3,69,0,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,8,3,70,0,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,9,3,71,0,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,10,2,69,1,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,11,4,74,2,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,12,2,69,2,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,13,4,74,2,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,14,3,69,1,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,3,0,4,15,2,68,1,70.6666666666667,69,2.88675134594813,4,74,3,69
3,2,4,0,0,1,4,42,NA,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,2,4,44,0,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,3,2,33,2,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,4,5,48,3,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,5,3,45,2,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,6,3,48,0,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,7,2,34,1,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,8,3,47,1,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,9,2,33,1,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,10,4,42,2,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,11,2,37,2,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,12,3,49,1,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,13,4,39,1,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,14,3,44,1,42.25,44.5,5.67890834580027,3,46,5,34
3,2,4,0,0,15,3,46,0,42.25,44.5,5.67890834580027,3,46,5,34
3,3,2,0,4,1,5,144,NA,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,2,5,145,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,3,5,144,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,4,5,154,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,5,5,140,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,6,5,149,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,7,5,141,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,8,5,145,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,9,5,147,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,10,5,147,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,11,4,115,1,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,12,5,151,1,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,13,5,144,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,14,5,146,0,131.25,131,22.2317340754157,5,151,6,112
3,3,2,0,4,15,5,145,0,131.25,131,22.2317340754157,5,151,6,112
3,3,3,0,0,1,13,98,NA,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,2,10,72,3,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,3,9,83,1,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,4,12,79,3,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,5,6,82,6,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,6,11,85,6,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,7,7,106,6,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,8,7,101,0,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,9,5,83,2,84.3333333333333,83,8.39642781187333,10,98,12,70
3,3,3,0,0,10,9,85,3,84.3333333333333,83,8.39642781187333,10,98,12,70
